reviewId,review,score,gender,location,date,,
1872,Why is there a create button where my library used to be? Y'all piss me off stop changing things around we don't give a darn,1,male,"Lusaka, Zambia",2023-03-31,,
1873,why still deduct money after unsubscrip ..but even after deduct money my acc is not renew ...if u not gonna return money at least u should renew my acc .ive use this app since 2019 never been in this sitution very dissapoint,1,male,"Jacksonville, United States",2024-04-11,,
1874,"I completely understand commercials, but 3 for 2 songs that play a commercial at the beginning of one before it starts? That's a BIT much.",1,male,"Lagos, Nigeria",2023-03-04,,
1875,"Ghatiya app, on every click they just want subscription. without subscription you can't play next or previous song or play song of your choice",1,male,"Ottawa, Canada",2023-07-19,,
1876,worst app in Play Store for music,1,male,"Guadalajara, Mexico",2024-03-26,,
1877,worst app,1,male,"Marseille, France",2021-10-06,,
1878,not working 😭 and subsection Lana padha ga jab song chale ga but not working 😡🥲,1,male,"Quito, Ecuador",2024-11-25,,
1879,"garbage, if you dont spend money you get random song that you dont want on your playlist and you cant even get rid of them. greedy company wants to suck your wallet dry. i judt want to listen to 1 song and i get 5 ads and its not even the song i wanted to listen to. garbage",1,male,"Toronto, Canada",2023-12-12,,
1880,"the new placement for the Create button... while moving the Library to an inconvenient spot? enough said, this should have never passed a user experience test... 1 star because this it is unbelievable that Spotify continues to add such user hostile features that no one is interested in (I still remember the forced switch from Archive to Liked Songs...) just as I thought you were improving when you added Jams Spotify... please stop fixing what isn't broken and actually innovate like with Jams=)",1,female,"Adelaide, Australia",2025-11-23,,
1881,"still using it but the app has become worse and worse to navigate over time. I don't understand who is in charge of UX/UI but it used to flow (currently version 9.0.44.478). now it's complicated to find my podcasts I'm already following or albums I have saved, instead it's mainly pushing their trash podcasts and music they've put money into. tldr: the design is on a downward slope and feels too cluttered to use day to day.",1,male,"Shanghai, China",2021-12-23,,
1882,bro..wdym ₱150 for individual premium and wdym only 1 month?,1,male,"Mombasa, Kenya",2023-03-29,,
1883,WHY DO U KEEP CRUSHING WTH,1,female,"Port Moresby, Papua New Guinea",2025-06-16,,
1884,worst app ever used..... nothing can be worst than it .... hilarious experience...,1,male,"Seattle, United States",2023-12-09,,
1885,latest update crashes when trying to display current song >:(,1,male,"Quito, Ecuador",2024-07-31,,
1886,l'application plante à chaque lancement depuis aujourd'hui... donc jusqu'à ce que ça soit corrigé ça sera une étoile.,1,male,"Kumasi, Ghana",2022-12-19,,
1887,too much advertising,1,male,"Medellín, Colombia",2024-05-13,,
1888,such a money minded app...better you guys do something else to loot money....,1,female,"Brisbane, Australia",2025-09-20,,
1889,"Yes, I know that my ""last payment didn't work."" I can't afford premium right now, and you don't need to cut off my music with that pop-up every single solitary time I open the app. But then I don't expect this to accomplish anything since it still keeps randomly pausing my music when I have headphones connected. You developers suck so hard.",1,male,"Edinburgh, United Kingdom",2021-11-11,,
1890,"idk who thought it was a good idea to add another button to the bottom and to put it in the place of the library, but it is by far the stupidest feature to be added. a create button where the library is doesn't even sound like a good idea. I have pressed create more times today then I have in the last 2 years on this app. its almost a deal breaker ngl.",1,male,"La Paz, Bolivia",2025-01-01,,
1891,"audio repeats from start again and again, full audio not playing",1,female,"Adelaide, Australia",2025-11-03,,
1892,duo subscription doesn't work when your partner is on vacation or visiting another country because of work related issues. Big minus.,1,male,"Geneva, Switzerland",2020-11-26,,
1893,"Very bad experience, worst app ever used",1,male,"Dubai, United Arab Emirates",2021-12-10,,
1894,greedy,1,male,"Budapest, Hungary",2021-06-08,,
1895,ad are not good for me and is you give ad then do ad shot,1,male,"Bogotá, Colombia",2024-10-17,,
1896,"still autoplaying when i plugged my earphones. it is like it's scheduled to auto-open/autoplaying. if it not get fixed, plan to unsubscribe",1,male,"Stockholm, Sweden",2021-04-01,,
1897,App is basically unusable without premium. It doesnt play songs in my playlist anymore,1,female,"Suva, Fiji",2025-12-28,,
1898,The ad to song ratio is abnormally high.Its like after every 1 song there are 3-4 ads.This feels more like an ad streaming platform than a music streaming platform,1,male,"Casablanca, Morocco",2022-11-04,,
1899,"absolute trash the last update now if you add a list to additional playlist it adds all of those individual songs to your followers meaning like if you select a playlist and you add it to a different playlist every individual song is now being followed. well just because I add a pre-loaded list to my downloaded list it doesn't mean add all of those additional songs to my following period so I can delete a song, but now I have to manually unfollow that artist. because u automatically enlisted me!",1,female,"Gold Coast, Australia",2025-07-05,,
1900,"I agreed to a 3 months free trial and you guys charged me immediately, instead of in August 2025 the way we had agreed.",1,male,"Prague, Czech Republic",2021-10-20,,
1901,There is no way to contact with customer care. I paid for the premium individual plan. Money has been deducted from my card. But plan wasn't activated and monet has not been refunded.,1,male,"Durban, South Africa",2023-02-09,,
1902,takes between 2 and 3 business days to have a song and it constantly crashes,1,male,"Gold Coast, Australia",2025-03-12,,
1903,worst app with lot of add after every update getting more as such,1,male,"Denver, United States",2023-11-27,,
1904,low quality songs,1,male,"Dar es Salaam, Tanzania",2023-03-21,,
1905,worst app ever siff add hei gana start kar ta hu ussei ahgei add ah jata hei do not install ek number ka faltu app hei subscription Lei k v koi fiyda nahi hei aur free th asei v chalene dena nahi ye app so don't install dhk ta hei add se kitna hee paisa kama Lei ga.... always 1 star se kaam hei firr v 1 star diya huu,1,male,"Accra, Ghana",2023-06-24,,
1906,goofy ah create,1,male,"Phoenix, United States",2023-10-18,,
1907,remove the create button or let us reorder those menus. it is obnoxious and makes the app near unusable,1,male,"Tripoli, Libya",2023-02-08,,
1908,bruh fix the amount of lag on open holy,1,male,"Seville, Spain",2021-10-30,,
1909,can't even play an album,1,male,"Barcelona, Spain",2021-06-01,,
1910,only premium user,1,male,"Oslo, Norway",2021-08-11,,
1911,Adds. adds adds adds. LOUD adds. Adds that lie about 30 minutes without adds. Adds for premium by responding to these reviews. Yet Premium has.....Adds?!,1,male,"Marseille, France",2021-02-05,,
1912,"Terrible app. Scalps loyal users. If you ever have Spotify basic (which is still paid) and you upgraded to duo premium or any other service, you can NEVER go back to Spotify basic. It says so on their website. You are stuck with the audiobook premium charge. So now I am cursed to forever pay an extra buck and some change per month for audiobooks that I will never listen to. I hate this app. I only use it because I already have my 2000+ songs on it . now Spotify won't even stay open, great.",1,male,"San Francisco, United States",2023-09-19,,
1913,"It's literally unusable without spotify premium. theres like 3 minutes of unskipable ads, you can't chose which songs you want to listen to either. It just feels like a money grab",1,male,"Auckland, New Zealand",2025-03-18,,
1914,I pray for your Downfall Spotify.,1,male,"Jakarta, Indonesia",2022-09-07,,
1915,ekdum ghatiya application hi...,1,male,"Paris, France",2021-03-21,,
1916,excessive advertising. everytime I change a song I have to listen to an ad. plus the regular ads every 30 mins,1,male,"Rabat, Morocco",2023-01-11,,
1917,"Very bad experience, not recommended, many of Famous songs are not available. too much ads, totally dis hurt.. giving -5/10",1,male,"Toronto, Canada",2023-12-10,,
1918,very bad because while listening songs in the middle the ads will be come,1,male,"Abuja, Nigeria",2023-01-11,,
1919,Remove that unnecessary create button from the bottom,1,male,"Brasília, Brazil",2025-01-07,,
1920,"Local Files Won’t Sync Anymore – Worked for Years, Now Broken (Android + New UI) I’ve been using Spotify’s local file syncing for years to listen to mixtapes, leaks, and unreleased tracks (e.g., Lil Wayne, Mac Miller, etc.). I add the MP3s to my desktop client, create a playlist, and download that playlist on my phone over the same Wi-Fi. It always worked, until now. I recently noticed that new local files no longer sync",1,female,"Canberra, Australia",2025-09-12,,
1921,Take the ads off during podcasts. Paying for premium and still getting ads is the most annoying thing.,1,female,"Canberra, Australia",2025-04-29,,
1922,Very worst app ever don't download this.... Firstly it finish your all network data ..and it has premium facilities..you haven't any right to listen song with your own network...worst app ever...and it's gives so much adds than songs... despite of this it want premium..,1,male,"Arequipa, Peru",2024-06-20,,
1923,"Trying too hard to get money, first you can't skip/run out of them, you can't even find or play the specific songs you want or a specific artist only, loud ads blasting in the middle of nowhere so god forbid you're a music sleeper, and now you can't even LOOK AT LYRICS without paying. It's another one of those apps that only care about money to the point it just ruins the entire app in general. Also an incredibly greedy company.",1,male,"Windhoek, Namibia",2023-04-05,,
1924,Ads are always great Ad lover 😍,1,male,"Los Angeles, United States",2024-05-10,,
1925,waste app,1,male,"Hamburg, Germany",2020-11-24,,
1926,Ad more and song less,1,female,"Melbourne, Australia",2025-11-27,,
1927,"Says you gdt audio books with premium, that's a lie, you get half of an audio book a month, the other half is gonna cost $20-30 dollars",1,male,"Manchester, United Kingdom",2021-09-19,,
1928,"Have Premium, yet there are ads in podcasts and I not just the podcasts themselves I mean adds that actually say spotify ad. for example the podcasts will be reading a manscaped ad in the middle of the podcast then another ad based on my location about 3 in a row",1,female,"Queenstown, New Zealand",2025-07-07,,
1929,after the update it was sucks.,1,male,"Buenos Aires, Argentina",2024-12-31,,
1930,unistalled the app because the owner was greedy I only have 6 skips??? I can't choose any songs?? gues just use youtube music is 100 times better,1,male,"Valparaíso, Chile",2024-12-18,,
1931,all ways premium,1,male,"Lahore, Pakistan",2022-03-21,,
1932,So disappointed in the latest updates,1,male,"Bali, Indonesia",2021-12-17,,
1933,I had a bad experience with this app because other song apps provide everything without ads .. too many ads make me furious.. why would we pay for this nonsense.,1,male,"Durban, South Africa",2023-01-17,,
1934,Nonsense asking payment every song,1,male,"Queenstown, New Zealand",2025-03-21,,
1935,"5/7/25 wow not much changed in a year except price is now $26. a month. still limited. 5/7/24Don't recommend it. I pay $18.xx a Month, only use 2 accounts. There is no plan for just 2 or 3 people. I also Still have ads, and audiobooks are limited to 15 hours a month. I stream about 150 hours a month due to remote work.",1,male,"Nairobi, Kenya",2023-02-27,,
1936,Ads on podcasts despite paying for premium is really bad from Spotify,1,female,"Port Moresby, Papua New Guinea",2025-08-31,,
1937,literally unusable without premium good lord,1,male,"Dubai, United Arab Emirates",2022-08-26,,
1938,the playback buttons no longer want to work. I have to open the app just to skip or replay songs,1,male,"Seattle, United States",2024-01-12,,
1939,price keeps going up but the value doesn't. Definitely looking at other music apps.,1,female,"Queenstown, New Zealand",2025-11-24,,
1940,Worst app,1,male,"Philadelphia, United States",2024-02-26,,
1941,if you dont have premium then its a mess,1,male,"Geneva, Switzerland",2021-01-23,,
1942,Got mad by it's useless Ed's,1,male,"Nairobi, Kenya",2023-03-24,,
1943,I have no like Spotify. Because when I heard a song then ads are coming so I have no feel about that song,1,male,"Beijing, China",2022-07-23,,
1944,very bad too many ads ....using yt music instead of this app👍,1,male,"Philadelphia, United States",2023-07-31,,
1945,"without premium, it's useless, absolutely useless. I mean, at least I should save songs I want without order. Not recommend.",1,male,"Riyadh, Saudi Arabia",2022-04-20,,
1946,I want to cancel,1,male,"Prague, Czech Republic",2021-06-17,,
1947,won't let me listen to any music when I press the song it plays anything but that song,1,male,"Chicago, United States",2024-04-13,,
1948,can't rewind and when I put the song I want to listen to on it starts halfway through and I can't make it restart. I'll stick with YouTube.,1,male,"San Jose, United States",2024-05-08,,
1949,"Old listening history was far better than the new ""recents."" With recents, I can't go back in time and find a song I heard last week from playlists that update weekly. 5 stars otherwise. I hope spotify sees my message. constructive criticism.",1,female,"Port Moresby, Papua New Guinea",2025-04-24,,
1950,"let's you hear 1 song, 1 single song, then hits you with 3, 4, or sometimes 5 ads, I'm sorry but the only thing I use it for is podcasts, you can't listen to music on here",1,male,"Valencia, Spain",2021-07-06,,
1951,I don't like it but appî,1,male,"Santiago, Chile",2024-12-15,,
1952,Its **********,1,male,"Arequipa, Peru",2025-02-06,,
1953,when I start Spotify even to hear one song what I hear is more than 5 advertisements.,1,male,"Seattle, United States",2024-03-03,,
1954,too expensive,1,male,"Zurich, Switzerland",2021-11-20,,
1955,to much ads,1,male,"Tokyo, Japan",2022-03-07,,
1956,"Very bad service now spotify! You guys are making this app horrible. At least be honest with what you are publishing. Now the time when I open my playlist I get an add; yeah that's totally acceptable but at the top of the add it's written ""You will get 30 min of uninterrupted music listening"" but soon after the first song gets over I get an add. This is not the first time, every time it's happening like this. If you have to show add then don't manipulate us and don't mention anything like this.",1,male,"Addis Ababa, Ethiopia",2022-12-29,,
1957,too much ADVERTISEMENTS 😑😑,1,male,"Tijuana, Mexico",2023-08-18,,
1958,to much add,1,male,"Lusaka, Zambia",2023-04-19,,
1959,What's with the PATREON locked stuff. I'm already paying I'm not paying more for additional podcasts..... THINKING ABOUT CANCELING SPOTIFY!!!,1,male,"Abuja, Nigeria",2023-03-31,,
1960,Bring back the possibility of adding something to your playlist twice. remove create button from the bottom menu!!! useless.,1,male,"São Paulo, Brazil",2025-03-03,,
1961,if you don't remove that create button I'm done with this stupid app,1,female,"Melbourne, Australia",2025-04-29,,
1962,The new Spotify (May 2025) deserves 0 stars it sucks so bad. Who decided is the Create button is used more than the Library button?! Does anyone think you need to create something as frequently as you look at your library or the search bar??,1,male,"Cali, Colombia",2025-01-18,,
1963,Clears my queue when switching devices.,1,female,"Adelaide, Australia",2025-05-14,,
1964,latest update makes the app crash when I open the queue. tried everything and still won't work.,1,male,"Toronto, Canada",2023-10-12,,
1965,Always force close when i want to open the canvas,1,female,"Adelaide, Australia",2025-10-24,,
1966,"Demasiado restrictiva en su versión gratuita, si vas a pagar el premium está bien, pero si no lo haces estás demasiado limitado, ni si quiera puedes ver las canciones de un álbum...",1,male,"Ottawa, Canada",2023-12-19,,
1967,too much adds,1,male,"Tijuana, Mexico",2023-12-14,,
1968,"Been using for over 5 years, suggested songs are still trash and seem to get worse, plus Spotify is still the worst app to listen to podcasts on.",1,male,"Osaka, Japan",2022-06-24,,
1969,é impressionante o quanto essa bomba de aplicativo se esforça pra que a experiência do usuário do plano gratuito seja a pior possível.,1,male,"Jacksonville, United States",2024-05-08,,
1970,i can't see the smart shuffle option,1,male,"Copenhagen, Denmark",2021-02-04,,
1971,"WHY DO WE NEED TO PAY JUST TO LISTEN TO MUSIC BRO LIKE I CANT EVEN PICK SONG BECAUSE IT SAYS ""TrY PrEMiUm"".",1,male,"Geneva, Switzerland",2021-07-10,,
1972,the update is so confusing and makes finding songs/albums hard 😔,1,male,"Glasgow, United Kingdom",2021-07-02,,
1973,2021 spotify is the best unlimited skips 2025 is garbage 🤮🤮🤮🤮,1,male,"San Jose, United States",2024-03-19,,
1974,to much ads,1,male,"Madrid, Spain",2021-09-25,,
1975,Totally nonsense app.... Can't listen to songs more than 3 to 4 times.You have to pay premium to listen to your favorite songs. I am prefer you to not to used this app.... Thank You.,1,male,"Riyadh, Saudi Arabia",2022-08-04,,
1976,The ads are getting worse and worse. No regard for people's feelings or phobias. What does being told a story about murderers and rapists have to do with music? uninstalling,1,male,"Valencia, Spain",2021-01-21,,
1977,too many AdS. !@!@!!@!!!,1,male,"Doha, Qatar",2022-01-14,,
1978,why this app can't update please fix the issues,1,female,"Brisbane, Australia",2025-10-24,,
1979,worst app literally the worst app gaana sune ke liye paisa du? kabhi nhi ! never download Spotify gaana nhi ads sunane wala app hai,1,male,"Windhoek, Namibia",2023-06-18,,
1980,"15 hr bait and switch on audio books is frustrating when you are 3/4 of the way through a book. I must have split my first book across two months without realizing it. When it says a book is included with premium, it should be included, not 15 hours of said book.",1,male,"Marseille, France",2021-08-11,,
1981,👎,1,male,"Johannesburg, South Africa",2023-07-14,,
1982,"douche bags customer support is non existent. got charged twice, asked for money back. they denied it and canceled the whole subscription.",1,female,"Canberra, Australia",2025-09-15,,
1983,bro they the creator are money hungry ppl like they will do everything in ur power to get a premium u can't even listen to a song more than once a day😭,1,female,"Queenstown, New Zealand",2025-04-21,,
1984,why tf music interrupts my ad,1,male,"Algiers, Algeria",2022-11-09,,
1985,so bad experience listening music for free on this app,1,male,"Karachi, Pakistan",2022-04-18,,
1986,sometime the app stop working.....gets very annoying....plz fix this problem,1,male,"Caracas, Venezuela",2024-10-07,,
1987,recent update is the worst one,1,male,"Jerusalem, Israel",2022-01-26,,
1988,"DO NOT DOWNLOAD, COMPLETE TRASH TAKES UP ALL OF YOUR MEMORY TO DOWNLOAD, THEN DOESN'T PLAY OFFLINE",1,male,"Bangkok, Thailand",2022-02-21,,
1989,"If someone sends you a link, it's incredible that they force you to listen to ""similar"" music, after making you listen to a commercial, if you don't pay for a premium plan. Simply arrogant, bad form. WOW!",1,male,"Prague, Czech Republic",2021-04-06,,
1990,i can't create my account,1,female,"Nadi, Fiji",2025-04-18,,
1991,if DJ X doesn't stop giving me lip about using the skip button we're gonna have a problem!,1,male,"Nairobi, Kenya",2023-02-22,,
1992,The company is WAYYYYY to money hungry to the point where it's almost unusable and the only reason i still have it is because i don't want to have to move all of my songs over to a new platform,1,male,"Los Angeles, United States",2023-09-25,,
1993,worst worst update,1,male,"Fortaleza, Brazil",2024-08-20,,
1994,"MONEY DRIVEN , BUGS , DEMANDS SPEED INTERNET",1,male,"Caracas, Venezuela",2024-12-11,,
1995,I don't like this app at all I've used 6 different cards just to subscribe only,1,male,"Tunis, Tunisia",2023-02-21,,
1996,"I’ve enjoyed Spotify for years, but it’s getting harder to use. Ads are constant, and basic features are disappearing — no rewinds, no loops, no lyrics, and now I can’t even add the same song twice to a playlist. Free users are being pushed to the edge. Spotify, you’re making it easy for people to leave. Please fix this.",1,male,"Zurich, Switzerland",2021-10-12,,
1997,this app is not for listening song.....it is for listening app's ads....worst thing is they say listen to uninterrupted music for next 30 min and play ads for more than a minute after every song.... regarding premium...the price of your plan is so premium that I can subscribe movies for that price,1,male,"Salvador, Brazil",2025-02-10,,
1998,"lot of ads, forcing to buy premium",1,male,"Oslo, Norway",2020-12-27,,
1999,to many ads while listening music,1,female,"Gold Coast, Australia",2025-09-21,,
2000,this app is getting on my nerves they're so money hungry omggg,1,male,"Vancouver, Canada",2023-10-24,,
2001,useless ai algorithms that are terrible at playing music you have told them you like and great at playing trash you have told them you don't like repeatedly. absolute garbage service,1,female,"Perth, Australia",2025-05-09,,
2002,"The free version is straight up being tied to a chair in someone's basement only having food once every 2 days and once a week one of those foods is pineapple and orange juice. when you're done, there's a really bad after taste. Everyday you contemplate if you should just agree to the kidnappers demands. Free version is torture",1,male,"San Antonio, United States",2023-12-22,,
2003,too many adds,1,male,"Bangkok, Thailand",2022-02-16,,
2004,I don't like Spotify cuz when I end the song it immediately pops up the add,1,male,"Lahore, Pakistan",2022-05-11,,
2005,money oriented app,1,male,"Seattle, United States",2023-08-02,,
2006,"it is like this app is designed to be as frustrating and buggy to use as possible. if I have no internet and open an offline playlist, why does it try to connect for 2 minutes to the internet and not show songs. recent bugs include not being able to play or queue a song (the only way to play anything is to random shuffle a playlist) Daniel Ek (CEO) doesn't believe in paying artists fairly and is pushing a race to the bottom while keeping as much of the revenue for himself.",1,female,"Port Moresby, Papua New Guinea",2025-10-20,,
2007,Bakwas,1,male,"Munich, Germany",2021-10-13,,
2008,"Spotify Free has become almost unusable lately. There are too many ads sometimes after just 2-3 songs and they’re getting longer and more frequent. On top of that, after skipping about 6 songs, I get blocked from skipping more and pushed to “Explore Premium.” I get that it's a free service, but the experience feels more like a constant ad for Premium than a music app now. Really frustrating. youtube is better than Spotify..",1,male,"Johannesburg, South Africa",2023-06-19,,
2009,usually Spotify was too good but nowadays it's getting worse bcz sometimes I can't even play a song from my playlist.this is the worst app for listening music hated now worst app I can't write a review without giving a star that's why I gave it otherwise 0 just 0,1,male,"Bangalore, India",2022-08-09,,
2010,y'all keep removing good features like why 😡😡 you guys can never keep anything good,1,male,"Santa Cruz, Bolivia",2024-10-22,,
2011,it's not music app it's a advertisement agency platform. not recommended,1,male,"Buenos Aires, Argentina",2024-12-23,,
2012,🥰🥰🥰,1,male,"Dakar, Senegal",2023-01-09,,
2013,"Absolute rubbish, when I try to log in.It tells me my email address is not linked to a spotify account. When I try to sign up it tells me that my email address is already linked to a spotify account, On both app and desktop.",1,male,"Madrid, Spain",2021-11-19,,
2014,"Horrible Algorithm. There are hardly any esy to find good and different songs. Search a playlist, and all you're gonna find is Taylor, Billie, or Drake. Always the same. If you get sick of mainstream music, it's not for you. I switched to YT music for a better way to find music I would actually like. Only easy to make playlists or listen on laptops, glitchy on app, and impossible to function on the PS4. Spent sm of my time listening to music and honestly only enjoyed it when I switched apps.",1,male,"Milan, Italy",2021-03-05,,
2015,Create tab sucks! It's ruined my muscle memory and it's my last straw in using this app! Hello Youtube Music!!,1,male,"Berlin, Germany",2021-11-08,,
2016,"Worst app I've ever had to use. Why can't I remove podcasts from the home screen that I no longer listen to? Why is the queue forgotten every day or so? Why do popup messages on the bottom of the screen block functions, so I have to wait till they go away to do anything?",1,male,"Phuket, Thailand",2022-03-28,,
2017,very bad,1,male,"Quebec City, Canada",2023-12-04,,
2018,super good,1,female,"Melbourne, Australia",2025-05-05,,
2019,"i can't even play a song anymore, neither view any playlists, its a premium feature, you're really pushing the limits",1,male,"Milan, Italy",2021-06-28,,
2020,Either the last update for my phone has broken the app or the last update for Spotify has broken itself. Anytime I press on the song for it to pull up. The app crashes. Until fixed low rating.,1,female,"Auckland, New Zealand",2025-10-13,,
2021,"worst app ever. it will give you the worst music, it will.change your playlist if you dont pay.",1,male,"San Francisco, United States",2024-05-11,,
2022,"keep getting a pop-up that says ""selecting songs is a premium feature."" i have been paying for premium since 2018. ridiculous.",1,male,"Salvador, Brazil",2024-08-30,,
2023,Spotify has no respect for its users at all and priorities its sponsors by playing ads constantly and far louder than the content I play resulting in damage to my speakers so it's a 1 ⭐️ for me and I suggest you use a different music streaming app if you're reading this.,1,female,"Nadi, Fiji",2025-11-28,,
2024,"There are too many ads in the app. While using the premium subscription, ads were minimal. But after the subscription expired, the number of ads has increased drastically—at least 5 times more than before. The app claims you can listen to 30 minutes of uninterrupted music, but in reality, ads keep interrupting frequently.",1,male,"Rabat, Morocco",2022-12-24,,
2025,"horrible if you don't pay , ads was fine but not being able to skip ??? nahhh",1,male,"Chicago, United States",2023-07-30,,
2026,throwing error you can use this app abroad when I don't even have a passport,1,male,"Philadelphia, United States",2024-05-04,,
2027,bakwas,1,male,"Marrakesh, Morocco",2023-06-25,,
2028,worst,1,male,"Seoul, South Korea",2022-05-17,,
2029,very bad 😡❌❌❌❌❌❌❌❌❌❌,1,male,"Valencia, Spain",2021-05-16,,
2030,remove that horrible create button and move Library back!,1,male,"Jakarta, Indonesia",2022-04-20,,
2031,I cant leasion to music it has a timer,1,male,"Santiago, Chile",2024-10-20,,
2032,"Includes gambling advertisements, Have removed this product!",1,male,"San Diego, United States",2024-02-21,,
2033,it's a joke. You can't listen to any songs that you want it not fair fix this accessibility issue,1,male,"Brasília, Brazil",2024-12-20,,
2034,very bad music app I have ever download,1,male,"Cairo, Egypt",2023-07-03,,
2035,Worst experience ever.... using this app is so irritating for those who haven't purchased a subscription... and it doesn't even allow to skip songs without a add...,1,male,"Seoul, South Korea",2022-01-11,,
2036,"Not worth it unless you love ads. you get an ad after each song you try to choose, or if you let it ""smart shuffle"" through your playlist (not very smart btw) half of the time you wont even hear songs from the playlist you purposely took the time to make and still have to listen to ads anyway! and premium? fifteen dollars a MONTH. Keep in mind most mobile games have a ""remove ads PERMANENTLY"" option for only 5-10 bucks. What a scam.",1,male,"Toronto, Canada",2024-01-28,,
2037,STOP MAKING EVERY BASIC THING PREMIUM,1,male,"Dubai, United Arab Emirates",2022-05-26,,
2038,"don't bother with this app. I have screen video of Spotify grifting. It wouldn't let me play one song, no matter what I searched when I clicked on it, it kept telling me this is a premium feature. Searched and searched and searched clicked and clicked and clicked, kept telling me, every click, ""this is a premium feature"" Don't waste your time with this app, find another way to listen to music. first, it wouldn't let me Bluetooth to my speaker, now this. So have I screen videos of EVERYTHING!",1,male,"Dublin, Ireland",2020-12-24,,
2039,"The music selection in Spotify is the best BUT they're awful about marking explicit Spanish songs. Then, when you finally report one, they'll remove your ability to report it. On top of that, the ""allow explicit"" setting cannot be changed specific to each device/location. Also, web version doesn't even sort playlists. I wish Shazam connected to it like it does with Apple music and that the sound quality was as good as Apple music.",1,female,"Christchurch, New Zealand",2025-07-01,,
2040,too many ads,1,male,"Johannesburg, South Africa",2023-01-01,,
2041,what is even the point of having a playlist when you cant even play a song in it. greedy ahh app bro,1,male,"Addis Ababa, Ethiopia",2023-01-12,,
2042,"It still not free. We are poor, can't buy premium everytime. I have to uninstall. Will use other free music app. Gb",1,male,"Santa Cruz, Bolivia",2024-08-29,,
2043,the only reason I am even using this app is because spotify is doing the most for us not to listen to music ad free,1,female,"Wellington, New Zealand",2025-09-24,,
2044,just terrible money savage company,1,male,"Warsaw, Poland",2021-03-15,,
2045,this is just an ad app not any music app,1,male,"Paris, France",2021-09-20,,
2046,music can't play some glitches in this app,1,male,"Abu Dhabi, United Arab Emirates",2022-06-30,,
2047,Worst music on Google Play. Needs to be banned.,1,male,"Busan, South Korea",2022-02-10,,
2048,No repeat button,1,male,"Harare, Zimbabwe",2023-05-23,,
2049,Terrible Suggestion engine. so complex unnecessary dashboard things. I wish I could have a choice of what things I see on the home dashboard.,1,male,"Bogotá, Colombia",2025-02-02,,
2050,"its one of the worst music playing apps and the fact that this much people use it is concerning, why when i search up a song i cant seem to play it? why can i only skip songs 6 times per hour?",1,female,"Perth, Australia",2025-03-30,,
2051,"it used to be a good app. but, now the ads stop the playlists and if you don't push play every 5 minutes, the app shuts off! Spotify sucks! and, friends of mine that pay for ad free Spotify, are still forced to put up with ads!",1,male,"Calgary, Canada",2023-11-28,,
2052,"recently when I have opened Spotify and tried to click on a song to see the lyrics or skip the song it takes me back to my home screen. I have tried uninstalling it and reinstalling it, restarting my phone, clearing the storage and cache but none of it is working. I have no idea if it's just my phone or something wrong with the app itself. pls help Spotify",1,male,"Karachi, Pakistan",2022-01-26,,
2053,"App keeps crashing every time you click on a song to control playback. It only works if you have the song playing on the bottom bar. Please fix this. I have uninstalled, restarted phone and reinstalled. Same issue again and again.",1,male,"Vienna, Austria",2021-10-16,,
2054,"Fundamentally broken at the moment. Can't open the playback menu, queue, or any related menus without the app crashing.",1,male,"São Paulo, Brazil",2024-09-02,,
2055,premium user but it started crashing on me today for no reason,1,male,"Bali, Indonesia",2022-01-20,,
2056,worst after update,1,male,"Denver, United States",2023-08-14,,
2057,I can't listen to music in peace without getting an ad😞,1,male,"Buenos Aires, Argentina",2024-09-13,,
2058,everytime i select a song the app keeps crashing! FIX A BASIC FUNCTION,1,male,"Osaka, Japan",2022-01-03,,
2059,It's good and entertaining app but I didn't think that you'll remove the one week plan😭😭 I'm so unhappy about it. Can you please bring back the one week plan because I can't really afford some other plan aside one week. I hope you understand. Thank you.,1,male,"Copenhagen, Denmark",2021-09-24,,
2060,full of add,1,male,"Lisbon, Portugal",2021-01-12,,
2061,greedy corporation app shitpost.,1,male,"Stockholm, Sweden",2021-08-04,,
2062,"not satisfied, I don't understand if you don't get premium you can only have 6 swipes per hour and throughout the whole day there's a limit to select whichever song you want or else get premium this is not fair I un- installed it. This is very bad its like you're getting forced to get premium please remive this limited feature what's the pint if I can't select a song I like. I would give this literally 0 stars I will tell all my frnds to delete this app I'm sorry it's my OPNION ty 4 service",1,male,"Melbourne, Australia",2025-03-25,,
2063,there are too much ads and limitations on skipping,1,male,"Lisbon, Portugal",2021-05-15,,
2064,very bad experience,1,male,"Doha, Qatar",2021-12-26,,
2065,Why banned Pakistani songs 😭,1,male,"Warsaw, Poland",2020-12-30,,
2066,Spotify used to be great but now you need premium to listen music in peace and we can't even rewind music.,1,male,"San Antonio, United States",2024-04-28,,
2067,"I used to like this app, but just an hour ago when I was about to sleep and turn on my sleep playlist, all of my songs are gone ,like the playlist is still there but it's empty, even my favorite song list is empty,pls fix this asap, and also y'all are too greedy making almost everything limited to people who does not have premium,maybe one day y'all would even make certain song premium only 💀💀,so pls make us able to skip song more than 6 time wtaf",1,male,"Busan, South Korea",2022-01-10,,
2068,can't be installed,1,male,"Kampala, Uganda",2022-12-19,,
2069,please stop all those ads when we are already paying to download and listen to the music stop ads stop ads stop ads stop ads s t o p a d s,1,male,"Stockholm, Sweden",2021-07-19,,
