reviewId;review;sentiment_classification;gender;location;date
970;pay to use😤;negative;male;Dallas, United States;2023-08-14
971;Terrible app impossible to use without premium. If you dont have premium you can only skip 6 songs, cant choose which song you can play in a playlist, cant forward or go backwards in a song and so many ads. Making it a pay to use app basically;negative;female;Hobart, Australia;2025-06-16
972;cashify+adify;negative;male;Harare, Zimbabwe;2023-02-20
973;The app used to work fine but now all I can do is play playlists and individual songs because albums won't load. It won't download anything either and I have tried everything that is recommended multiple times but nothing ever works on my phone. To Spotify Help, I tried everything you recommended and nothing worked.;negative;female;Melbourne, Australia;2025-05-12
974;Bakit maypa premium pa hindi tuloy ako maka play ng mga kanta nakaka badtrip gusto kolang makining ng music tapos pag pumindot ako ng music na gusto may lumalabas premium malala kana spotify gusto kolang naman mag enjoy;negative;male;Manila, Philippines;2022-02-20
975;stop this premium lore;negative;male;Manila, Philippines;2022-03-30
976;idk why Spotify is doing that...if you don't have premium you can't even select the song you want to play..for that either you have to get premium or wait for the next day. if this is the new update,it's nonsense;negative;male;Dubai, United Arab Emirates;2022-07-11
977;Expensive;negative;male;Boston, United States;2023-08-29
978;It is a disgusting app . Too much ads! I don't why there is so much hype for this app. The only drawback is its frequent ads.;negative;male;Jakarta, Indonesia;2021-12-19
979;yall better remove that new button;negative;male;Houston, United States;2024-04-19
980;16 May 2025 I can't even open the app.;negative;male;Athens, Greece;2021-07-26
981;I've downloaded this app so many times but anytime I try to create an account,it doesn't work....it keeps saying something went wrong,and I just downloaded it again still the same thing....,is there any reason why ?;negative;male;Geneva, Switzerland;2021-04-25
982;I do love Spotify. Good enough to even buy the premium but then when I open the app, it takes too long to load. It's just a black screen in both phone and laptop and even not letting me log in to account either even though the network works fine for everything else like not able to use Spotify at all. It's disappointing when you pay for something and that doesn't work properly.;negative;male;Perth, Australia;2025-04-29
983;the swiping features are way, way too sensitive. i very frequently end up closing the page that shows me what i'm listening to whenever i'm just trying to swipe to a new song. and it'll act like i'm swiping when i just tap the skip buttons, too. i know it's not my phone because i only have sensitivity problems like this on spotify. no other app does this;negative;male;Jeddah, Saudi Arabia;2022-01-20
984;one off the weast apps don't download it guys ok this the worst app;negative;male;Kampala, Uganda;2022-10-28
985;THE WORST MUSIC APP;negative;male;Quebec City, Canada;2023-10-13
986;Hunger for money asf;negative;male;Austin, United States;2023-07-19
987;"STOP CHANGING THE LAYOUT IM TIRED OF BEING LOST AND THAT CREATE BUTTON ON THE RIGHT IS SO ANNOYING ITS IN THE WORST SPOT YOU COULD PUT IT. PLEASE STOP ""FIXING"" WHAT ISNT BROKEN!!";negative;male;Hamburg, Germany;2021-03-22
988;it used to be so good now I can't even play a music of my choice? wdym by that? if your not gonna let me play it then what's the point of it? please atleast try to fix this. not everyone's a billionaire to buy the premium;negative;male;Brisbane, Australia;2025-05-07
989;this app wants me to be on premium by force;negative;female;Melbourne, Australia;2025-09-29
990;this a good app for everyone but then also the spotify is not able to Liston songes to thos who are not able to get spotify primium that is a really bad thing 😠😠;negative;male;Rosario, Argentina;2025-01-10
991;"Nagware. Unless you pay for premium, this app is useless for playing a song you want to hear, instead ""suggesting"" something similar. this is such a transparent attempt at forcing people to buy premium, and it works. I am against such manipulation tactics from Big Tech.";negative;male;Ho Chi Minh City, Vietnam;2022-04-18
992;I used to like this app all the time but the app got different. When Premium got added it got me pissed because it doesn't let you listen to the full song it just brings you to a playlist. You can't play the videos on loop unless you have Premium and it only let's you listen to it for like 10 seconds and when it actually let's me listen to a song it just gives me a different song or gives me a slowed or sped up version. This is exactly why I gave it 1 star. Wish I could give 0. Please fix this.;negative;male;Quebec City, Canada;2023-07-23
993;worst experience with this app , because when i try to play next song getting continuously ads ,previously it was not there but it's getting to much ads, worst means worst app.;negative;male;Beijing, China;2022-08-01
994;why is everything in the premium? either make it completely paid or atleast give us the necessary features in the free version. disgusting!;negative;male;Boston, United States;2023-09-12
995;worst app 😭;negative;female;Suva, Fiji;2025-11-12
996;very disappointed very bad for listening one song buy premier very bad.;negative;male;Bangalore, India;2022-06-10
997;discosting worst app;negative;male;Boston, United States;2024-04-14
998;The free version is basically unusable.;negative;male;Beijing, China;2022-07-07
999;essential evil;negative;male;Córdoba, Argentina;2024-10-31
1000;I love how awful your app is, I wish every app was as useless and confusing as this one!;negative;male;Beijing, China;2022-07-06
1001;I've been experiencing bug issues lately and the app hasn't been playing music so I'm not happy at all, I'm pissed off that there's no communication line from the app, where I can actually talk to an actual person who can assist with the issue.;negative;female;Wellington, New Zealand;2025-06-05
1002;stop censoring ye;negative;male;Asunción, Paraguay;2024-09-18
1003;The shuffle feature plays the same songs in about the same order frequently.;negative;male;Lima, Peru;2024-10-08
1004;signed up for a 3 month trail as a premium user, & it does nothing, Don't show how to Cancel it either.;negative;male;Kumasi, Ghana;2023-04-04
1005;newest update sucks please change it back the navigation and extra button is annoying and feels horrible. we're so used to the 3 buttons on bottom come on knock it off;negative;male;Karachi, Pakistan;2021-12-01
1006;too much ads;negative;male;Milan, Italy;2021-01-16
1007;Search for Song > Select Play > Spotify plays loads of other songs besides the one you actually want to listen to. What useless PM approved that?!;negative;male;Jakarta, Indonesia;2022-06-29
1008;veryy bad suddenly the music stop when i was hearing the music👍;negative;male;Marseille, France;2021-01-07
1009;you give most advertisements they annoy me;negative;male;Córdoba, Argentina;2024-05-31
1010;Spotify premium allows Spotify ads on podcasts which completely goes against the reason people pay for premium!;negative;male;Cancun, Mexico;2024-04-17
1011;worst;negative;male;Cairo, Egypt;2023-01-20
1012;This is the worst app which build in this universe.There are many better app's for mysic;negative;male;São Paulo, Brazil;2024-10-18
1013;a lots of ads;negative;male;Philadelphia, United States;2023-08-07
1014;I never seen worst app like Spotify;negative;male;Madrid, Spain;2021-01-13
1015;STOP TRYING TO GET ME BUY PREMIUM JUST TO CHOOSE A SONG THAT I WANT TO PLAY;negative;male;Geneva, Switzerland;2021-07-11
1016;absolutely dreadful and always getting worse.;negative;male;Prague, Czech Republic;2021-10-30
1017;"My latest complaint is that, despite constantly trying new playlists, radios, even the stupid DJ feature. I can not get this app to reccomend music outside of the same 60 songs it seems to love to cycle in, I get it, spotify sees i listen to it alot and thinks lets keep playing music he likes, the problem is im looking for new artists sub genres and vibes and you keep throwing the same music in my face saying ""heres something i think youll like"" or "" okay taking it back to artists you like""";negative;male;Guangzhou, China;2022-07-25
1018;3rd class app no any feature for forgetting password or our old account facing many issues during log in time can not sing with Facebook nor Gmail.;negative;male;Lisbon, Portugal;2021-02-05
1019;"The new ""create"" button is not only useless but it's not in the right place. Put it away. I'm not ever going to use it, It just gets hit by accident trying to get to my library.";negative;male;Ottawa, Canada;2023-12-16
1020;too much worse. add length loger then music;negative;male;Johannesburg, South Africa;2023-06-23
1021;so slow, and inappropriate album covers being advertised. and they removed my Playlist from my 'library';negative;male;Austin, United States;2024-01-08
1022;what's happening to spotify... can't even play my songs in sequal and can't even play the songs I love!! guck this premium!!! time to uninstall;negative;male;Dakar, Senegal;2023-01-24
1023;lots of ads;negative;male;Brisbane, Australia;2025-03-18
1024;(⁠•⁠‿⁠•⁠);negative;male;Marrakesh, Morocco;2023-03-06
1025;its very interesting, i lost access to repeat and shuffle button, as well as i can no longer pick which song to play for MOBILE spotify. but on PC i have access to them... that is wild, so i have to either pay on mobile version? is that it???? tryna milk my money i see.;negative;male;Lyon, France;2020-11-27
1026;with all the AI stuff being shoved down our throats, it makes using this app so annoying, almost unbearable. I'm very close to deleting this app.;negative;male;Christchurch, New Zealand;2025-05-05
1027;Dude, 4 ads before i can listen to 2 songs😭😭...this genuinely sucks;negative;male;Houston, United States;2024-03-21
1028;The worst app ever at first it was full of ads, it's ok but now they don't even let us choose a song of our choice.;negative;male;Buenos Aires, Argentina;2025-01-30
1029;very bad app;negative;female;Canberra, Australia;2025-09-30
1030;piryanka;negative;male;Rome, Italy;2021-02-02
1031;unusable without premium;negative;male;Ho Chi Minh City, Vietnam;2022-01-16
1032;atleast let us play our liked song in order.;negative;male;Zurich, Switzerland;2021-02-26
1033;useless conditions;negative;male;Cape Town, South Africa;2023-01-03
1034;if you had free song I would give you 5 stars;negative;male;Canberra, Australia;2025-04-17
1035;wat hafen vella? way u cRying agin? I kNow, Vamfyar right? Vamfyar wil feyt to me. Your app sucks in so many reasons. You only focused in making more money instead of listening to your users.;negative;male;Warsaw, Poland;2021-04-01
1036;Podcasts have ads even if you pay for Premium. They could remove them, but they won't.;negative;male;Pretoria, South Africa;2023-04-11
1037;Worst app;negative;male;Milan, Italy;2021-06-23
1038;worst app ever;negative;male;Fortaleza, Brazil;2024-10-28
1039;over adds;negative;male;Córdoba, Argentina;2025-03-06
1040;"won't even let me make an account. I keep getting the error message ""error sending link"" for my email address.";negative;male;Valencia, Spain;2021-01-19
1041;I hate it, won't even let me log in anymore;negative;male;Rabat, Morocco;2023-05-06
1042;trash app require money to listen songs;negative;male;Seoul, South Korea;2022-01-24
1043;auto off network problem;negative;female;Suva, Fiji;2025-10-02
1044;I can't pick what song I want to play it's very annoying to hear songs I don't want to listen to;negative;female;Suva, Fiji;2025-09-16
1045;this app gave me aids after all the fricking ads;negative;male;Chicago, United States;2024-01-02
1046;when i switch to mobile from pc i always have to listen in shuffle when it's okay in pc, worst app, ill uninstall this..;negative;female;Canberra, Australia;2025-11-10
1047;I love this app so much but I have been trying to upgrade to premium and it won't let me. It keeps saying unable to connect check your settings or try back later. I have checked my settings and didn't find anything. I need help with that;negative;male;Chennai, India;2022-08-11
1048;my experience with the app has gone down dramatically after they took down the basic options from non premium users. it doesn't let me choose the song I want to play after a good amount of songs and the recommendations they give after that pretty much has no connection with the one I wanted. and the ads ? I can't bear it. it's like it is torturing me into premium. loved the app before the changes so much that I used to live in it.;negative;female;Brisbane, Australia;2025-06-21
1049;ad;negative;male;Johannesburg, South Africa;2023-01-28
1050;won't stop randomly playing after new android update.;negative;male;Jakarta, Indonesia;2022-01-18
1051;how do you write yourself rate not right;negative;female;Christchurch, New Zealand;2025-09-10
1052;Spotify free is pathatic;negative;male;Brasília, Brazil;2024-05-13
1053;(Songs are not available) I am not saying this Spotify says,the songs that I played two days before it is not available now and I have latest version of this nonsense app;negative;male;Geneva, Switzerland;2021-03-01
1054;I hate how random songs go into my playlist I don't want those songs in my playlist I want the ones I chose when that feature is removed I'll change this to a 5 star rating;negative;male;Queenstown, New Zealand;2025-04-30
1055;I need more ads!!;negative;male;Medellín, Colombia;2024-06-15
1056;Suggesting AI built music instead of real artists. Does not pay artists fairly.;negative;male;Monterrey, Mexico;2023-12-16
1057;very bad experience , because of too much ads, nearly 3 or 4 ads between switch songs;negative;male;Buenos Aires, Argentina;2024-08-12
1058;Useless with AndroidAuto. Music skips like a scratched record every few seconds;negative;male;Delhi, India;2022-02-20
1059;"After the new update, when I'm offline I don't see offline backup playlist, also there is no haptic feedback when holding on a song (to bring up the bottom sheet)! It was there before! other complaints: - create button on the bottom app bar completely messes up muscle memory - it's impossible to close the lyrics using a swipe down gesture - The entire UI lacks the ""flow"" of the iOS version of Spotify - it is not possible to download a single song - background playback drains battery very rapidly";negative;male;Montreal, Canada;2023-12-07
1060;poor UX;negative;male;Medellín, Colombia;2025-01-14
1061;One of the best case studies for enshittification. Too many junk features. App is designed to force you into the content the company wants you too like podcasts and TikTok style videos. They intentionally create a bad user experience getting you to the content they want you to see. Can't wait for my subscription to end.;negative;male;Manchester, United Kingdom;2021-02-08
1062;worst app now;negative;male;Birmingham, United Kingdom;2021-07-03
1063;I don't like this app because you can't even chose what song to listen to. you can skip songs but now go back. I'm only keeping this stupid app because it's all my girlfriend has I need to listen to the music she sends me somehow;negative;male;Suva, Fiji;2025-03-08
1064;bad app;negative;male;San Diego, United States;2024-01-10
1065;too much fee for a bare minimum benefit;negative;male;Monterrey, Mexico;2023-07-29
1066;equalizer not holding settings. Android auto and Spotify have equalizer setting problems.;negative;male;Ho Chi Minh City, Vietnam;2022-02-10
1067;app unexpectedly closes when trying to view track info from pop up menu;negative;male;Osaka, Japan;2022-05-09
1068;absolutely terrible! glitches and kicks me off constantly. worthless;negative;male;Hobart, Australia;2025-05-04
1069;Such a piece to trash without premium. I usually listen to punjabi/haryanvi songs and the algorithm is so annoying that after each song you play it starts playing songs of different genre (for me it starts playing English rap songs). this happens everytime.;negative;male;Lusaka, Zambia;2023-01-03
1070;Unless ur on a TV, it's basically a radio. You make a playlist, and it doesn't play pas two songs on ur list and goes to some random song edit: It got worse. Now you'll hear 2 songs and 4 ads.;negative;male;Oslo, Norway;2021-02-28
1071;Love the app, wish there were more options for sorting my playlists or my liked songs like pinning them, etc. updated 2025- never mind, the constant, horrible UI changes have me very close to deleting this app entirely and moving to Apple music .;negative;female;Perth, Australia;2025-06-19
1072;toooo much ads;negative;male;Lisbon, Portugal;2021-11-17
1073;Taking away the ability to see entire discography of a band, easily play a whole album and removing the top 5 songs from the artists page made this ap entirely useless and unusable.;negative;male;Buenos Aires, Argentina;2025-02-05
1074;I give the 4 star rating because Spotify is best app to listen song ❤️❤️;negative;female;Nadi, Fiji;2025-05-21
1075;awfull app, just making you pay to listen normaly;negative;male;Mombasa, Kenya;2023-05-06
1076;I'm very pleased with this app but recently it added many scheme which I don't like it;negative;male;Jacksonville, United States;2023-12-03
1077;Bad experience from last few days.sing forward and backward both options disabled for non premium users and when I tap the forward button premium buying banner is displayed and a dismissal option.vut it is no use although I tap dismiss option it is not dismissed and I feel like they are forcing me to buy premium 😞;negative;male;New York, United States;2023-07-22
1078;Horid app that doesn't let you listen to what you want to. I just wanted to listen to one song, but when I clicked on it, I played a random song. This issue continued to occur on other songs I tried to play.;negative;male;Phoenix, United States;2024-01-22
1079;after one or two I will get add;negative;male;Gold Coast, Australia;2025-04-01
1080;only ads no songs;negative;male;Manila, Philippines;2022-04-15
1081;Why would you place a button in the right button corner instead of librery. C'mon;negative;female;Suva, Fiji;2025-05-25
1082;so Many ads and always ask get premium not all songs in their worst app 👎🏻😤;negative;male;Chicago, United States;2023-10-06
1083;I don't know what's worse, paying for premium to still have ads on podcasts, or paying for premium to still have a broken app. Edit: this app has never stopped being terrible, months later my opinion of this app has only gone lower. update: now they're clogging up podcast episode lists with locked episodes that are behind on patreon. Just another annoying thing to squeeze more dollars. God forbid they don't get every penny possible from customers, even if they've been customers for years;negative;male;Vienna, Austria;2021-06-04
1084;fuddu app bekhaari;negative;male;Abu Dhabi, United Arab Emirates;2022-01-01
1085;my app is not working and so not opening;negative;male;Washington DC, United States;2023-11-29
1086;there is a error. when i play music i switch next song and at last time song didn't play;negative;male;Hong Kong, China;2022-01-24
1087;The worst app;negative;male;Lyon, France;2021-07-04
1088;Unless you get the paid version, all you listen to is commercials. Never clicking on any links my friends send that's from spotify. Takes you to an ad right away.;negative;male;Marseille, France;2021-08-31
1089;Too many ads....and always ask for premium membership can't even listen one music properly;negative;male;Perth, Australia;2025-03-13
1090;too much, and it's so sarcastic application that continues ads like 2 to 3 minutes;negative;male;Quebec City, Canada;2023-12-10
1091;I played the song I wanted, and it put any song. I couldn't even get one song without going through 10 other songs Spotify fix this bug;negative;female;Queenstown, New Zealand;2025-10-23
1092;the amount of ads is ridiculous;negative;male;Bangalore, India;2022-08-13
1093;Way too many ads without Spotify premium;negative;male;Quebec City, Canada;2023-11-28
1094;nahhh this ain't god app at all;negative;male;Calgary, Canada;2023-12-04
1095;such as terrible app;negative;male;Los Angeles, United States;2024-01-05
1096;What sort of cheap move is that? You are charging for basic UI features like forward and backward player buttons??? so many ads SKMKB;negative;male;Madrid, Spain;2021-02-18
1097;When you watch an ad you don't get thirty minutes of ad free listening.;negative;male;Caracas, Venezuela;2024-09-15
1098;bad;negative;female;Adelaide, Australia;2025-09-24
1099;too many ads 😞;negative;male;Cancun, Mexico;2023-08-05
1100;the app was really nice initially, but now they have put everything up for premium..if you want no ads get premium(ok it's kinda valid) but now if you want to skip songs you have to get premium...man that's so not right, you can only skip 6 songs per day...I mean what the hell... I'll suggest you not to download the app...it's better to use any other app than this...;negative;male;Valencia, Spain;2021-10-28
1101;just a waste of time;negative;male;Guayaquil, Ecuador;2024-09-20
1102;spotify❌Ad -ify✅;negative;male;Frankfurt, Germany;2020-11-12
1103;too much ad fully waste of time 🤬😡;negative;male;Kuala Lumpur, Malaysia;2022-07-11
1104;canceled subs still charged;negative;female;Adelaide, Australia;2025-07-28
1105;liked songs playlists won't play.;negative;male;Jacksonville, United States;2023-11-14
1106;I loooove spotify and I've had premium for as long as I can remember but ever since the last update it is freezes and turns off. Please fix this ❤;negative;male;Gold Coast, Australia;2025-04-01
1107;It have got the worst update in the world I enjoyed it in the past but not anymore cuz the update is horrible;negative;male;Seattle, United States;2023-12-15
1108;not impressive too much ads;negative;male;Montevideo, Uruguay;2025-01-29
1109;since yall dont feel like actually acknowledging my help submissions - why the hell am I still getting unskippable ads FROM SPOTIFY despite paying for premium? and dont tell me to contact support - i have three times now and have yet to actually get a response. figure it out folks.;negative;female;Suva, Fiji;2025-05-17
1110;this app is trash worse music experience;negative;male;Tel Aviv, Israel;2022-06-27
1111;DUDE I CANT LISTEN TO MY OWN SONGS 😭😭😭 🙏🙏🙏😡😡🤬🤬 IN FACT I THOUGHT SHUFFLE MODE WAS REMOVED 1 STAR BRO THIS IS GARBAGE IN FACT IM BROKE TO BUY PREMIUM;negative;male;Vienna, Austria;2021-06-18
1112;A very overrated app knowing people who don't have premium use it when the app without premium is trash and very annoying! Same problem as everyone else: Forces you to listen to endless random and suggested songs that aren't even in your Playlist without skips. Another thing is when I search for a song I want to listen to the click play, it's starts playing a different song than what I wanted! At this point, I'm better off with YouTube. Bring back the old and better original Spotify...;negative;male;Rio de Janeiro, Brazil;2024-07-22
1113;ek number ghatiya app Hai gane se kam advertising jadya hai;negative;male;Rabat, Morocco;2023-02-08
1114;radi aap not good for songs;negative;male;Oslo, Norway;2021-06-26
1115;Ever since the newest update my app glitches constantly. It randomly closes on me. Half the time I can't even play my music as it will let me click on the music as much as I'd like with no response;negative;male;Toronto, Canada;2023-11-17
1116;I was peacefully listening to the ads and a song interrupted it;negative;male;Barcelona, Spain;2021-01-05
1117;I like the music, but why do they have to make chances all the time and use so many god damn data exhanges/cookies...;negative;male;Brussels, Belgium;2021-11-11
1118;Crash on Infinix Android 11, run spotify first and play song. Then I try open Task To Do and suddenly spotify crash. I do the same again but using whatsapp. it crash again. I do the same but using Google Play Store and it crash again. DAMN. FIX THIS BUG! IT'S SO ANNOYING. I HAVE TO REOPEN SPOTIFY AGAIN, AGAIN AND AGAIN. If this bug is not fixed, I'll quit subscription and persuades the internet to do the same.;negative;male;Rosario, Argentina;2024-11-26
1119;premium asking every second 😡;negative;male;Zurich, Switzerland;2020-11-21
1120;one of the rubbish app in present with hundreds of restrictions for non premium users.;negative;male;Karachi, Pakistan;2022-05-25
1121;There are toooo Much ads and every feature requires premium;negative;male;Helsinki, Finland;2020-12-09
1122;ads;negative;female;Melbourne, Australia;2025-12-26
1123;lavadalo app.irritating app;negative;male;Boston, United States;2023-11-02
1124;it contains too many ads.. we are not listening to music we are listening too ads only 😶;negative;male;Hanoi, Vietnam;2022-05-06
1125;too much ad;negative;female;Hobart, Australia;2025-08-18
1126;get rid of the create button;negative;male;Cairo, Egypt;2023-06-14
1127;The 30 minutes of uninterrupted listening is completely false, the shuffle isn't terrible but leaves a lot to be desired, and it keeps playing music not in my playlist before it plays the songs I have in the actual playlist. I just wish it wasn't so forceful and the whole app is clearly designed to be awful without premium.;negative;male;Kampala, Uganda;2023-03-07
1128;The app is barely functional, and the team behind it is unbelievably greedy. You spend all this money to listen offline and without ads, but it often glitches and gives premium users ads, and will randomly wipe all your song downloads and leave you with absolutely nothing to listen to despite your payment, as well as putting the most outrageous things behind a paywall, like reading the lyrics to a song. Don't waste your storage space, don't waste your money.;negative;male;San Diego, United States;2023-11-13
1129;Its starting to get overloaded with fake AI generated music, that cannot be filtered out, I want music from real artists in my release rader Playlist.;negative;male;Delhi, India;2022-03-12
1130;worst membership ever i purchased;negative;male;Chennai, India;2022-05-29
1131;"when you added songs to ""liked songs"" the liked songs used to only play and now everytime i click on liked songs it only plays like music that's not on my liked songs. I hate it now.";negative;male;Durban, South Africa;2022-10-01
1132;Ads are 1 minute & 30 seconds EVERY HALF HOUR. Buying CDs again;negative;male;Tokyo, Japan;2022-02-03
1133;very bad experience..........;negative;male;San Jose, United States;2023-11-07
1134;Doesn't even play songs when you press on them. Literally unusable;negative;male;Córdoba, Argentina;2024-06-04
1135;Have to make a whole new account because of the stupid 14 day abroad stuff, ridiculous.;negative;male;Krakow, Poland;2021-03-14
1136;very expensive;negative;female;Christchurch, New Zealand;2025-11-06
1137;throw this app in garbage;negative;male;Medellín, Colombia;2024-09-20
1138;🤬🤬;negative;male;Guayaquil, Ecuador;2024-12-29
1139;too many ads , very much disappointed;negative;male;Cali, Colombia;2024-09-18
1140;the app closes when i open a song. hope it will be fixed soon otherwise i will cancel subscription;negative;male;Valencia, Spain;2021-03-29
1141;not good;negative;male;Tripoli, Libya;2023-04-27
1142;what happened to Spotify app it's not opening in my mobile I'm using since year above now it's not working;negative;male;Kumasi, Ghana;2023-02-18
1143;worst app ever so much glitch.... almost non functional... very disappoint;negative;male;Guadalajara, Mexico;2024-04-21
1144;one of my most favourite nd trusted music app till now ..... but now a days for the primium they are just showing ads and mainly there wer few song which I haven't played for almost 3 to 4 day nd now when I tapped on it to play it's showing..... you can't because you played already and now for next 24 hrs you can't really much disappointed @Spotify Team;negative;male;Algiers, Algeria;2023-02-24
1145;"They need to stop changing the UI. It's a music streaming app, not a social media platform. And nobody needs the ""create"" button, especially not in the same place where the library button used to sit. Muscle memory is an important factor to consider when relocating features. Whoever came up with this change clearly doesn't use the mobile app themselves.";negative;male;Cali, Colombia;2024-06-20
1146;too much ad;negative;male;Monterrey, Mexico;2024-05-08
1147;worst app, suggest songs on it's own and too much price for the subscription which is much more worse😅;negative;male;Buenos Aires, Argentina;2024-06-07
1148;money hunger haha.;negative;male;Vancouver, Canada;2024-01-10
1149;I truly need help, the app. keeps on crashing down, there is a bug.;negative;male;Barcelona, Spain;2021-08-10
1150;I cannot begin to describe how awful it was to hear a Disney advertisement at 800x volume during the middle of my set. Uninstalled immediately.;negative;male;Cali, Colombia;2024-10-05
1151;this app used to be the best app but now it is so obsessed with premium that it won't let you listen to your songs peacefully you can't even select your own songs after playing this song 6 songs and also many ads for people who have not taken premium As a kid (11) they maybe know that kids of my age or younger than me are using Spotify so, they are doing this so kids could get frustrated and ask there parents to buy premium Spotify plz understand I hope they will improve this problem...;negative;male;Cali, Colombia;2024-11-12
1152;can you include a blacklist so some uninterested channels will not olay automatically, thank you.;negative;female;Sydney, Australia;2025-07-02
1153;"I love this app for music but I have had 30 minutes of ads almost every time I play a playlist I want to play. though the skip feature is helpful SOMETIMES it is never available when I receive an ad that is directly after the ""You may now enjoy your 30 minutes of music uninterrupted"". the ads I receive after this audio is 5 whole minutes worth just for Spotify to play a random song I do not want I never receive the music I want to hear when I try to play a playlist I only receive suggested songs";negative;male;Jerusalem, Israel;2022-01-14
1154;I've been broke recently and using the free version, which has brought to my attention that the adds you run are DELIBERATELY IRRITATING, because you fools apparently thought making us angry would entice us to buy premium. That's not gonna work on me, in fact it's lost you a loyal customer of 10 years. I'm going to find a different way yo listen to music. I will NOT be manipulated by you senseless morons. Go to the the place opposite of heaven, you turds.;negative;male;Copenhagen, Denmark;2021-09-28
1155;I can't even listen to 2 songs without 2 consecutive 30 seconds ads!!????;negative;male;Alexandria, Egypt;2022-11-07
1156;worst app ever;negative;male;Shanghai, China;2022-06-27
1157;making me pay 12$ a month just to listen to a SINGLE is greed worse than Ubisoft. I'm moving to SoundCloudx atleast they don't make me pay for singles.;negative;male;Salvador, Brazil;2025-01-16
1158;now matter what app I'm listening to Spotify hijacks the radio and auto plays random stuff whenever I get in the car. nobody asked for this. can't turn it off.;negative;male;Toronto, Canada;2024-01-01
1159;TOO MANY ADS. I got 5 ads per song I listened to 🥲;negative;male;Lima, Peru;2024-10-03
1160;"I recommend YouTube music to anyone over Spotify. I urge you all to do the same. ""enjoy the next uninterrupted 30 minutes"" followed by one song and then a string of ads. followed by 2 songs and then a string of the same ads.";negative;male;Windhoek, Namibia;2023-01-15
1161;very bad user experince in app. get a better ui developer;negative;male;Hamburg, Germany;2021-05-05
1162;"too many ads. even after you listen to a minute of ads and it says "" ad free for 30 minutes"" you'll get an ad after 1 song";negative;male;Marseille, France;2021-06-04
1163;stupid, constantly tries to play podcast episodes I have marked as finished & doesn't play oldest episodes first as I have requested.;negative;male;Durban, South Africa;2022-10-04
1164;Its does not work right anymore;negative;male;Zurich, Switzerland;2021-10-30
1165;nach jedem Song kommen 2-3 Werbespots. Das kann man nicht rechtfertigen.;negative;male;Rosario, Argentina;2025-01-26
1166;not free-user friendly. can't even play the same song twice unless you have premium.;negative;male;Tijuana, Mexico;2023-12-06
1167;This app is just terrible now. The reasons why Too many adds Can't play a song on repeat without subscription can't download without subscription these are just 3 of many;negative;male;Brasília, Brazil;2024-05-22
1168;🤮 Spotify is 🤮 we could not pay music if we like;negative;male;Dar es Salaam, Tanzania;2023-05-15
1169;too expensive;negative;male;Seville, Spain;2021-04-14
1170;do not use spotify over any other music listening app. especially if you do not have premium. they have basic features locked behind paywalls, low quality sounding music, not to mention how they might start to have ads for premium users soon. please, install SoundCloud or applemusic. literally any other app is better than spotify.;negative;male;Kuala Lumpur, Malaysia;2022-01-16
1171;only ads;negative;male;Accra, Ghana;2023-03-20
1172;Ads ads ads every 2 songs for me. Sometimes they last almost 10min for 3 ads. Costs a lot for no ads and ads they use are intrusive and not wanted!;negative;male;Lisbon, Portugal;2021-11-08
1173;this app is everything I needed, it's great and everything but the only problem is that I had an subscription long back but ever since I lost that account I've not bought subscription but it's like I cannot even play my favourite song by skipping, it requires payment for u to skip it's really what made me upset.;negative;male;Stockholm, Sweden;2020-12-16
1174;useless;negative;male;Guayaquil, Ecuador;2024-08-07
1175;they don't even let you play your playlist without subscription 😕;negative;male;Valparaíso, Chile;2024-07-29
1176;What's new? You have to pay for everything that's what's new. Every update comes with new feature restrictions.;negative;male;maleSingapore, Singapore;2022-07-15
1177;I'm trying to simply download RINGTONES, and it's offering everything else- I don't want games or just music. this is awful!;negative;male;Hobart, Australia;2025-03-10
1178;ഒടുക്കത്തെ മൈരു പരസ്യം. 10 മിനിറ്റ് പാട്ട് ആണെങ്കിൽ 15 മിനിറ്റ് പരസ്യം. കൊറേ ഒണ്ടാക്കുന്നുണ്ട്. ഗതിപിടിക്യേല.;negative;male;Dar es Salaam, Tanzania;2023-01-16
1179;y'all are like money hungry, I shouldn't have to PAY to listen to the music I want? like no I don't wanna listen to other songs I literally just wanna listen to my own playlist, you do NOT need to add your music into mine💔;negative;male;Gold Coast, Australia;2025-04-19
1180;cant browse while ads ar playing, and they play every 5 minutes of music, sometimes its during a song or podcast.;negative;male;Dallas, United States;2024-03-23
1181;poor login system,ask ask everytime;negative;male;Boston, United States;2023-10-31
1182;always starying automatically;negative;male;Brussels, Belgium;2021-11-12
1183;You had two stars, but now you have one. I just want a normal music app, not one that irritates me into buying premium. Apparently I'm not allowed to listen to MY playlists without a song I don't want playing every five minutes. This stupid Smart Shuffle thing is getting on my nerves. I don't even have premium and yet I can't turn it off. You have no idea how INFURIATING it is to have to deal with this. I'm uninstalling this app and won't reinstall until this is fixed. I won't waste my money.;negative;male;Mexico City, Mexico;2023-07-26
1184;Spotify used to be my escape, now it’s just ads and frustration. I come for music, not constant interruptions. Heartbroken.;negative;female;Melbourne, Australia;2025-06-14
1185;ads remove cheyy myr....;negative;male;Mumbai, India;2022-05-28
1186;utter garbage;negative;male;Sydney, Australia;2025-05-01
