review;score;Topico_Dominante;Porcentaje_Similitud
Pls I can't use this app with mobile data Kindly assist;3;2;87.75%
Shazam;3;2;66.5999984741211%
Meh;3;0;33.33000183105469%
Its drawing too much power(battery);3;2;76.91000366210938%
missing some great features on Android auto and phone;3;2;87.77999877929688%
Whenever I hit shuffle it cuts out and returns to home screen..;3;0;63.18000030517578%
Latest update is dire , can't search music or anything;3;1;85.55999755859375%
Lovely but the app it self is boring you couldev done better;3;2;81.55999755859375%
Superb sound quality, let down by inability to control whether Japanese titles are auto translated/romanised or not. As someone who listens primarily to japanese music, this is extremely frustrating. It also makes scrobbling artists an absolute pain.;3;2;61.970001220703125%
"Better than Amazon music, but definitely not Spotify.... Try adding an excellent feature like Spotify's ""smart shuffle"". Great for finding new music while listening to you own playlists. Another simple addition, would be to have to ability to add a song to your playlists without having to unlock your phone. Android seem to only have a Favourite button, not a simple +. This could easily bump Apple music up 1-2*s IMO";3;0;53.209999084472656%
If songs are removed they App forces you to open it up a click OK before you can just skip or move on. other than that it's good overall but that's a big issue since the app should functionally play music and not force me to use the app if not needed.;3;1;58.2599983215332%
Awesome app which sucks;3;1;80.97000122070312%
The app is great, but I would like you to keep sync in all the apps, for example I have a Samsung TV and if I want to play what I'm listening to on my phone, I can't, I have to search for the music on my Playlist;3;2;52.56999969482422%
Been using the app for about 2 or 3 years and it most certainly can be buggy and frustrating to use at times but other than that the app is decent. The inconsistencies between apple and android can be frustrating for trouble shooting but that is to be expected with any app made for multiple platforms and operating systems.;3;1;70.22000122070312%
App takes forever to load library when opening the app.;3;1;90.30999755859375%
جود;3;0;33.33000183105469%
It's good for streaming music But it seems this new one has problem;3;1;51.43000030517578%
spaitifa may be betr, but u are chep so I will gibe 2 xtra star ok be hapi bai;3;2;80.36000061035156%
I've been using this app for 4 months, everything was going great, then today I opened the app and it told me to sign in, each time I signed in nothing would happen, I un-installed and reinstalled the app multiple times, it never signed me in. I went to sign in on apple music on my laptop through the website and it was like there was no account, it kept telling me I was using an incorrect account and password. I'm upset bc i actually liked the app :( I had so much music added.;3;0;48.65999984741211%
The suggested music algorithm and UI need some work. If you like Top 100 songs, you'll be fine, but not if you have more eclectic taste, and some options are nested in strange places.;3;1;60.66999816894531%
At least, with this app the music sounds great, not distorted like the app I had before. I am still exploring the app and I hope soon I can give it 5 stars but I really doubt...;3;2;94.97000122070312%
Always struggle to get music to download which is disappointing when I pay for a service monthly and struggle to use it properly. Also try to go into new music daily and keep getting an old playlist show up, and when I do manage to get the correct one, I download a song and it defaults back to the old playlist, star walkin by little nas.;3;0;97.30999755859375%
I like having so much music at my fingertips, but the app itself is seriously lacking. It's especially painful to navigate while driving, and if I try to get Android/auto to pull something up while I'm driving, it doesn't work unless the app is running and pulled up with the phone open. Also, when playing song to song, the app fades them together awkwardly, and it's terrible. just give me the two second pause! Hopefully it'll get better but being an Apple product, I have my doubts.;3;2;97.73999786376953%
I loved the Spatial audio and the lossless audio feature which delivers best quality of songs, but I give it a 3 star because a lot of songs doesn't have the realtime Lyrics. Please add lyrics to all of the songs on Apple music, especially HINDI SONGS.;3;2;60.459999084472656%
I think the music selection needs to increase. it's not enough.;3;2;87.16000366210938%
Dear Apple Music team here is why you lost 2 stars from my review : 1. The songs should be allowed to download without making them favourite or adding them to the library as it just makes everything very messy. 2. The library needs to be allowed to show all the possible options for much easier access. 3. The settings option should be easily accessible. I hope these things are fixed for much better user experience. Apart from the points I mentioned above I just love this app 🌟.;3;0;74.0999984741211%
The infinity function is not working;3;0;76.19999694824219%
Lots of bugs... Pretty bad job Apple! For example Recently played doesn't not show what was really recently played, but a random and limited selection of some of the items... How difficult is to get that right?;3;2;95.18000030517578%
It's been almost a month since autoplay doesn't work. The button is pressed, and the feature is activated, but no song comes up after the last one in the playlist. I also think an option to be added is on the discovery playlist to choose which genre you want. I listen to a very mixed genre of music, and the discovery playlist, in which I find new songs, plays randomly one of the genres. The autoplay feature right now is the most important for me. Please fix it.;3;0;59.400001525878906%
as good that you are with your lossless playback and everything, please fix the issue where when you allow explicit content on the settings and the songs still dont budge when played, have to queue it to the next to play it.;3;1;79.12999725341797%
Please add support for Galaxy Watch - Spotify, Amazon and Youtube music all have their app.;3;2;77.69000244140625%
Hi, There is an issue with explicit content setting. I keep allowing it but it does not play the song and when i go to content restriction settings it says you need the code to change the setting but i never set any passcode for it. But when i click on it it wants me to entet 4 digit code but there no keyboard appears at all. Please fix this thank you;3;0;96.83000183105469%
It'd be a great app if it wasn't so full of lazy UX design, slow loading times, and general instability. I can't believe Apple of all companies would release something so poor - can only assume they've put out a bad Android version to try and get people to move to iOS. Shame because the Atmos and lossless tracks sound great.;3;2;97.0199966430664%
It's certainly a scar for the name of Apple, as it doesn't play songs as per UI, persistent hanging, while creating playlist it like creating castle from bare sand (add music and save but back to last list) , giving 1 complete star for its 5Star sound quality.... And Another Star for its Infinity Play... So 3 Star!;3;0;96.5%
Why did you remove play last option? you just spoilt the app for me, I can't add multiple album on queue again.;3;1;55.709999084472656%
Ever since the new update i cant even play some of my playlists cause it just wont load it also is unable to respond at times like ill click on it and it wont do anything and then i get a system message saying apple music unable to open at the moment never have i ever had a problem with apple music other than now.;3;0;72.16000366210938%
Would have been 5 stars, but app has been responding slower since it's last update. Also, when I have no internet but want to listen to my downloaded music, the app doesn't load at all and I can't listen to the music I downloaded for offline listening.;3;1;89.08000183105469%
Best music app but need to improve for android device 🥵;3;2;76.29000091552734%
Decent. Part from the continuous problems with Google Tv casting. Search is a bit stiff.;3;0;56.790000915527344%
I love apple music but it needs improvement. Certain pages don't load, trying to rewind or play a part of a song back is annoying as hell and is laggy.;3;0;69.97000122070312%
l love this app;3;2;75.0199966430664%
Good;3;1;65.0999984741211%
Sound quality is excellent, as long as you are not using an android. And what's with this having to open the app to use with Android Auto. Also, I am tired of being fed some version of my favorite songs that I have never heard, and that a sick and dying puppy would hate. Quit forcing different versions on us. It's disgusting at best.;3;2;96.36000061035156%
it's high time you introduced a feature for Viewing lyrics while offline;3;2;51.540000915527344%
Gotten better over the years on Android. Still some issues though. App always runs in the background and has to be force stopped though.;3;2;94.58000183105469%
I'd give five stars if it weren't for one thing. For some reason apple music thinks repeat on one specific song means queue up one or more other songs not searched or shown any interest in and play that too.;3;0;95.5%
Buggy Chromecast interface. Sometimes it works, sometimes it doesn't;3;0;72.12999725341797%
How can downloaded musics be impossible to be played offline? How can songs that I put on playlist earlier just outright never made it in? I'm sorry Apple, I ditched Spotify to listen to better quality music. But the app is outrageous. Spotify has better navigation. Also why can't we click on artist's link on a song credit? That was the feature that made me discover new songs in Spotify. Please make the app better to keep people stay on the platform. Thank you.;3;2;49.959999084472656%
app crashes and sometimes won't play downloaded songs;3;1;68.22000122070312%
Honestly, this is the best audio player I've ever used. But idk sometimes I can't play the music that I already downloaded on offline mode. Please fix this;3;1;94.5199966430664%
Some bugs between tracks;3;1;77.0199966430664%
I keep getting logged out of my account, even though my subscription is up to date, and I'd like it fixed.;3;0;90.86000061035156%
New update loses the cached queue from loading at the bottom of the app when opening it up. Library takes almost 2 minutes to load.;3;1;93.79000091552734%
Lot of things here and there that just don't work half of the time. Works well enough as a daily driver though for the past 5 or so years;3;1;34.02000045776367%
It's not showing all the music on any of my playlists it's stopping at 100 for some reason ad of today.;3;0;89.87000274658203%
Good, but I can't figure out how to add child account. Used Google, asked for help from Apple customers service. I keep getting invalid security code preventing me from utilizing subscription properly.;3;2;50.70000076293945%
Hiya! My Google Nest won't play my Apple Music playlists when I order by voice command. Is this a glitch from Apple's side? The casting works fine.;3;0;57.939998626708984%
Liked the app - although every time I selected for no random.songs to be added it did.... However I was paying an extra amount each month to have the app, I decided I no longer wanted to pay, instead of being able to listen to music for the remainder of the month I paid it cancels all music with immediate effect. Let's just say even if I wanted my music back again I would avoid Apple music for this reason- they obviously don't like giving you what you've paid for.;3;0;69.97000122070312%
Auto suggestions don't work anymore.. it's been my favourite player for the longest but these glitches with every update are ruining the experience;3;0;92.69000244140625%
I value weird, diverse music. But that rap DJ was too trendy and far too lewd. I need a 10+ Parental Guidance rated playlist.;3;2;47.18000030517578%
Ever since one of the many new updates, when I search for an artist to listen to in my own playlist I now have to hold down the song and click on the photo to play the song. I used to be able to just click on any song when I search up an artist or song in my own playlist. I find it very frustrating and annoying. Please fix this new useless update. It's a great app for music, but some updates aren't necessary like this one;3;1;50.33000183105469%
Works fine on Apple products but on Android it skips songs randomly and doesn't play a few songs at all. Pauses randomly. This needs fixing.;3;0;92.12000274658203%
There isn't an option to get an annual subscription.;3;0;82.56999969482422%
Good music player, but I've never had it behave well with Bluetooth devices, always prefers to play through phone speakers, which is suboptimal at best and a complete oversight on apple's behalf. Leagues a head of the iOS 15 Apple music app which is where i last used this service.;3;2;93.36000061035156%
This app is exceptional. The music quality is divine. The selection, uncanny. However, I think it lacks Sound/volume leveling options. Been using this app to play the music through Android Auto and USB-C, but I find it annoying that I have to continuously adjust the volume for every couple of songs, if not for every song. Just wish I can listen through songs without having to adjust the volume frequently.;3;1;97.37000274658203%
nice, but lag in 4GB ram 🙃;3;0;76.1500015258789%
It's decent. I wish it supported AirPlay like its iOS counterpart though;3;1;85.97000122070312%
Ñm;3;0;33.33000183105469%
"Ich finde den streaming dienst super. Er eignet sich besonders gut um alben zu hoeren. Allerdings finde ich es sehr nervig, dass in dem letzten update die funktiom ""play last"" entfernt wurde. Ich fand sie sehr nützlich und seitdem sie nicht mehr ist, ist meine nutzungsweise der app eingeschränkt worden.";3;1;87.75%
I sort my music by artist and certain songs doesn't play in the order of the album and other songs show up under different a artist. It's all over the place;3;1;70.51000213623047%
alot of bugs in app and some tracks won't play unless download;3;1;68.76000213623047%
add payment option or redeem coupon for india...subscription is a pain;3;0;86.37999725341797%
Notification/lock screen control takes forever to update to the song playing if you skip any. The audio doesn't lag though. Song searches are slow and may break. Finally added playlist sorting. Overall review: Not terrible, it could be less clunky feeling though.;3;1;93.93000030517578%
it's good on Android phone;3;2;80.11000061035156%
The app won't rotate from portrait to landscape. The facility is turned on on my phone.;3;2;80.93000030517578%
"Really good app, you can watch videos too. Had to uninstall the January update after ""Play Next"" and ""Play Last"" was change to the dreadful ""Add to queue""";3;1;68.83999633789062%
安卓用起来还是很麻烦 家庭组加入一直打不开 礼品卡充值也得用电脑;3;0;33.33000183105469%
I am using apple music for android for quite some time now and i have started to notice whenever i add music to my playlist it shows in my library even though i have turned the add playlist settings off in apple music setting;3;0;95.98999786376953%
pls next update i can fullscreen lyrics in a android tablet;3;1;58.43000030517578%
Love ♥️;3;2;63.5%
So many bugs. It doesn't play songs. Sometimes I queue some songs but they disappear like I've never ever queued them. Pls fix this. It's annoying.;3;1;93.79000091552734%
Apple music replay doesnt work , and I listen a lot of music.;3;1;86.63999938964844%
I love music apple music over Spotify and YouTube music as it has dobly atmos , BUT ever since the new UPDATE has came out the autoplay feature is not working anymore even though i have it on. This is really annoying as after I play one song it'll stop and that will be it. This makes me start go reconsider switching back to Spotify, amazon music or YT music!!!!!!;3;2;74.76000213623047%
apple music itself is really good but this app is very buggy ranging from songs not playing, even if they're downloaded on your phone and when playing songs from library will play the first song, even when searching for a song to the app crashing randomly when scrolling through your songs or songs not adding to your playlist. overall, the service is really good and i personally think it's better than Spotify but the app is very buggy;3;1;97.66000366210938%
App continuously asking to login in and verify, downloaded music errors 3;3;0;55.27000045776367%
Needs a lot of improvement and features. New Releases of followed artists tab or section needs to be added;3;2;81.20999908447266%
Before the recent update it would crash sometimes, very rarely but still sometimes. Now, it crashes at least once a day, ESPECIALLY if I'm creating a playlist. It sucks, I can't switch to Spotify as I have years of data and building my music library up on, plus it has Dolby atmos. But it's getting so annoying to use as my daily that I might as well.;3;0;53.779998779296875%
App keadaan playback on background dengan data selular malah sering skip-skip beberapa lagu. Padahal music streaming yang lain gak kayak gitu. Betulin dulu. Harga kurang sesuai dengan kondisi yang ada.;3;0;91.20999908447266%
Keeps asking me to sign in. EVERY.TIME;3;0;85.70999908447266%
My music doesnt automatically shuffle any more;3;1;85.12999725341797%
It's a good start, but would like to see some improvements. I think the performance of the app could be improved, as it feels a little janky at times. I'd really like to customise the tabs so I can get to my albums quicker. However I really appreciate it's simplicity;3;2;92.69000244140625%
Having issues now with autoplay. Won't queue new songs. Not really infinite autoplay is it... Edit: Uninstall and reinstall it. Fixed my issues. Giving it a 3 star because of the nuisance of having to figure it out myself since support just sent me a link to some steps which did nothing to fix the issue.;3;0;57.02000045776367%
Usually great, but it's been just randomly crashing a lot lately. Especially if I'm using the slider on the side to search for a particular song.;3;1;78.08999633789062%
"""Yo, fam! How y'all c' on H.pe you're all good!: Listen, I gotchu. I know some of y'all goin' through struggles, and I'm here to help. I ain't about that loan or grant life, and I don't do quick-rich schemes. I make things happen, put bread on your account, and you swipe out, feel me? Here's the deal: 1. Download Accorn from App Store/Play Store. 2. Set up investment and checking accounts. 3. Hit me on Facebook M🏝️essen. 4. Wait for debit card delivery. 5. Activate and link debit car to Cas";3;0;51.369998931884766%
quick question. why not for us subscribers, optimize the app for tv streaming???;3;2;83.45999908447266%
It worked great for 3 years, that's why I choose 3 stars lol. Yet now it's telling me that my library is updating, that I'm not allowed to add songs to my playlist, or delete any. Nor play my playlists or anything separate in the search bar. I've taken it to the apple store, they can't fix it, and it does it on my separate account aswell. **Please fix your app!**;3;0;96.86000061035156%
It plays music. Pros: • Word by word time synched lyrics 👌 • Lossless audio quality 👌 Cons: • literally everything else. Spotify ftw;3;1;39.220001220703125%
Apple music needs a custom EQ! these four presets on the EQ honestly SUCK! Everything about Apple music is awesome accept the EQ and the fact that they seems to have gone away with the lyrics to songs or at least on most songs...two very disappointing details in my opinion.....I want to hear my music how I like it. And I want to be able to be able to look at the lyrics when ever I feel I didn't quite understand something!;3;1;97.45999908447266%
Downloaded playlist always disappear even you already downloaded the songs;3;1;90.88999938964844%
All of you guys are right. I have the aame problem;3;1;78.0999984741211%
Too many gliches;3;2;61.119998931884766%
Great, until the casting feature stopped working. Over the last week, when I tried casting my music to my soundbar it has dropped and been glitchy. Today, the casting feature would connect to the receiving devices but would not play/stream the music. I reset my wifi router/modem, soundbar, and my phone several times. As a final option, I uninstalled this app altogether and reinstalled. It now works again, but now I no longer have my downloads in my library. Apple fix these issues please;3;2;54.310001373291016%
glitches...;3;0;63.77000045776367%
This application cannot play random songs, update for this feature, like Spotify and several other music applications, I need a random play feature, I like a lot of music so I need this feature!!!;3;2;94.87000274658203%
Share music;3;2;60.81999969482422%
Buggy and mediocre. Constantly vanishing menu options based on absolutely nothing. Can't interact with songs in your playlist history, so if you liked that song that just finished, you have to manually search it as the menu does not function on play history. There are many problems unresolved after years, and Apple has many billions of dollars to play with, so what's the excuse for missing core features?;3;0;97.0999984741211%
Not working;3;0;62.029998779296875%
can't purchase subscription;3;0;64.98999786376953%
Queue system is so much underdeveloped. Lack of versatile usability.;3;1;86.94000244140625%
Need a lot of improvements...;3;2;81.55999755859375%
I just don't understand why on a S24U since February coming from an iPhone 12 pro and it's Not as responsive as it should be on Android when it should be especially on a phone like this..You try to stop it from scrolling sometimes and it keeps going for a second..It's just not responsive and snappy like it should be..It was more responsive on my old iPhone. I don't know if it's the frame rate or whatever?Just want to be nice smooth and snappy.It's almost 2025.. confuse why it's never brougt up?;3;2;77.16999816894531%
Not free like on my iphone just to play offline music.;3;2;87.36000061035156%
Try and do something in the mini player and it opens the app. When you close the app you have to restart the mini player to get your music back.;3;2;80.04000091552734%
The sound quality was good. The content was good, and then the app decided to crash and not open. That was bad. The recommendations were to clear out all my data and databases, uninstall the app, then reinstall. After doing that It didn't recognize me as an existing user and wanted me to sign up for a new one - or six month free trial when I was already a monthly paying customer. That was about as much work as it would be to move to a new app, so that's what I did.;3;2;97.19999694824219%
How to use this app;3;2;76.16000366210938%
Continue Playing feature doesn't work properly, if I put a song on repeat and then switch back to continue playing, it doesn't work. It just stops playing after the song ends. I can make it continue again if I force stop it and clear cache.;3;2;62.63999938964844%
#LO #L0 #Microsoft #Japan #Germany watch this app like a hawk. I'm downloading it to COMPETE with Giogle. The machine will try and convince us it will need to change a value to make us better. It will try to assimilate to control fast and like a fast blob. At first it will cut out Goigle power of influence right away, then soon ally in algorithms. Then consensusly double in original power just as fast. We will not know what hit us and it will have full control. I need you to predict when. Nocomp;3;2;97.61000061035156%
Don't showing Dolby Atmos option in app in my OnePlus 9;3;0;85.08999633789062%
Can someone fix the bug that's going on with the app;3;0;78.77999877929688%
Apple needs to develop an api for bit perfect audio support on Android like UAPP for playback with external dsp. Hi Res lossless becomes a gimmick on Android devices as all gets resampled.;3;2;95.30000305175781%
1. I really want the option to turn off auto-play. I'm fed up asking for a specific song, and then hearing something else (fairly random) start playing after my selection had finished. It means I don't want to fall asleep listening to music on the app - I'll be woken 2hrs later with the app still playing. 2. Appearance: I've chosen the 'System default' option, but when my phone automatically switches to dark mode this app stays in light mode.;3;1;97.63999938964844%
Apple Music is my fave streaming service, but they're having library update issues recently.;3;2;51.40999984741211%
Too inconsistent in playing in Auto and songs being available;3;0;83.94999694824219%
I've always loved this app but it has a nasty habit of catching on songs. I'll have it playing and just randomly it stops I'll push play again and the song starts over but then once again stops in the same place. The song and times it does this is always random and getting very aggravating.;3;1;95.66000366210938%
Good;3;1;65.08999633789062%
When I play song on stations that i have in my own Playlist the song doesn't play it just buffers;3;0;89.79000091552734%
"""play last"" button has gone so now I can't queue albums. Very disappointing.";3;1;89.0199966430664%
Why there is no support for wear OS;3;1;68.4800033569336%
Recognise;3;0;33.33000183105469%
Good;3;1;65.08999633789062%
🔥🩸✨;3;0;33.33000183105469%
It was the best app but now can't get to my downloaded library..without restarting my phone over n over ...what is going on I pay for this app?;3;0;54.2599983215332%
When working the app sounds great the selection of music is very good every now and then it's spontaneously plays a few moments of a song and then just skips to the next one overall when the app is working it is a great app;3;1;95.95999908447266%
When I click on an artist in my downloaded library, the app will not let me scroll through the albums under that artist.;3;1;87.81999969482422%
Can't update the payment method using the app;3;0;54.849998474121094%
"Where did the ""Play Last/Add to Queue"" feature go?? I usually add new songs to the bottom of my queue, and now all I have is ""Play Next"" which just sandwiches your next song/album into what you were already listening to.";3;1;81.87000274658203%
its so nice;3;0;65.0999984741211%
Lossless music, but glitchy as hell. Content restriction settings are completely shot. Good luck listening to anything E rated without bursting a vein.;3;1;61.349998474121094%
Great app, loads of music the reason I'm giving it 3 stars is keeps crashing! I prefer this to others but please fix the app crashing;3;1;62.310001373291016%
plante trop souvent faites quelque chose parce que je paie en attendant...;3;1;77.7699966430664%
Good app for available songs and artists but playback sound on you tube is better on my charge 5. Maybe I need to adjust my playback settings. I wouldn't use but vetizon pays for it;3;2;72.9800033569336%
Used to be great but last update messed it up. Used to remember the upcoming songs if I had the app open playing a song, and then played a new song suggested in my phone notifications. Now when I check out a new song, poof the upcoming play list is gone. Since streaming music sucks when cell service isn't great, I download all my music. If I restart my playlist every time I check out a new song, I end up listening to the same songs over and over because it plays what I listen to more.;3;0;88.62000274658203%
Add option to turn off obnoxious suggestions at bottom of playlists. Why has loop option disappeared for playlists?;3;0;90.4800033569336%
The data is not fast enough to support;3;2;85.91999816894531%
As a Android user need a lot of work so many bugs and just really bad optimisation;3;2;90.45999908447266%
It take so long to play a song while streaming and sometimes downloaded songs don't play .;3;0;57.47999954223633%
It keeps asking me to validate my student status. I do it everyday, it's annoying.;3;0;85.79000091552734%
This app i great i love it, it is so cool 😎 i like 💗 it;3;2;87.4000015258789%
Please bypass the Android driver. I want to hear lossless. Don't make me buy an iPhone.;3;2;90.95999908447266%
Systems;3;1;66.44000244140625%
Like others were saying it was amazing until the last one or two updates. For some reason just random pauses. No external devices that can control that connected. Sometimes can't play downloaded songs, acts like it's buffering.;3;2;38.209999084472656%
This is really annoying, after updating the app small time I can't open the app again. It happens several times, what is really the problem with this app. Please do something about this even as am talking to you I can't open the app. Unless I reinstall it or wait for the next update. It's very annoying though if this can be fixed then the app is good;3;2;57.41999816894531%
I want to unsubscribe as i have changed to android still my money is been cut for apple music and other subscriptions from 6 months.;3;0;80.9800033569336%
App requires an apple account before playing songs;3;1;49.540000915527344%
Great app, but the tablet interface needs some work and for the love of God apple, let us swipe in the album cover to skip and rewind songs;3;0;59.560001373291016%
The app works perfectly on my Oppo phone. However when I try to open it on my Optus phone the app closes immediately and I don't know why. It's still a good app though. It's easy to navigate through and it has lots of music variations. Plus you can see what playlists other people have created which is nice.;3;2;91.76000213623047%
"Good, but stops playing a lot out of a sudden and sometimes with an error message ""can't load"". Doesn't buffer enough to continue playing if u pass through a weak cell signal area and gets interrupted music.";3;2;45.33000183105469%
why cannot search/play in apple music using Google assistant/Gemini? please add option to make Apple music as default player for music for Google assistant and/or Gemini;3;1;94.55999755859375%
Its good, but why music stops playing and skips to the next songs after EXACTLY 16 seconds after playing the music I want. IT IS a good apps for listening to music though I really like the audio. I hate the bug, PLEASE fix it...;3;1;96.51000213623047%
Good but still need tobe developed;3;1;81.0999984741211%
It was good, but it will not load, saying I'm offline even though I have data and I am on wifi. And I can't reset the app for some reason. I can't sign in either. I did try restarting my phone. That didn't work. AND I deleted the app and re-downloaded it. So.;3;0;69.41000366210938%
there should be a free tier, with ads.;3;2;66.55000305175781%
"Please put the ""Play Last"" button back!";3;0;60.83000183105469%
The most recent update made the queue incredibly inconvenient. Before, it was all a part of one big queue, but now they are separated. The fact that I can't drag a song from the queue to the other list below it is annoying, especially since you can drag songs the other way from the original list to the queue. Why can't it work both ways? I'm not saying that the app should go back to how it was before, I just don't want to lose simple features for seemingly no reason.;3;1;61.45000076293945%
Recent update has removed play last feature. I'm not happy about that.;3;1;57.47999954223633%
Would be perfect if it had sound check. Otherwise it is quite an inconsistent listening experience Vs other apps. Such a basic thing too :(;3;0;51.77000045776367%
Finally I can subscribe to apple music through play store 💀🕺;3;2;82.47000122070312%
Buggy when adding the same song to the same playlist. Also, please let me queue Two different albums. Why is that so hard 😭😭😭 Why can't I play one album and add the next album to the end of the queue so I can olay one after the other 🤠;3;0;96.41999816894531%
Loseless music is amazing and the animated covers look great, along with all the personalization features, but the app has a lot of bugs in Android (Windows is even worse) and the UX design is kinda poor, the way the playlist are made is kinda odd, if I accidentally play one at the end all the other ones before dissappear, among other things;3;2;79.7699966430664%
I've used Apple music for years, and they've decided in their most recent update to remove the alphabetical dividers in the artists menu. I'm dyslexic and it's really difficult for me to find the artists I want to listen to now. Please bring back the alphabetical dividers 🙏;3;2;52.59000015258789%
I love the app but since the most recent update (today is 11/14/23) I am unable to add songs, and albums to the queue. This is highly annoying as I want to play similar songs with a similar feel. I cannot really enjoy a whole album by itself and play another album afterwards. Please Fix;3;0;70.94000244140625%
There are many bugs and performance issue but some of them are very critical. 1. Initially every song was playable, I have downloaded the songs, now when I play even already downloaded songs some songs doesn't play and show buffering indefinitely, even if I remove those from download and try to play still it will not play. 2. If a playlist has more than 100 songs, most of the time it show only 100 songs, going back and opening the playlist multiple times after that it sometimes shows all songs.;3;0;72.22000122070312%
Not bad;3;2;64.94999694824219%
Good app for loseless audio, but 'New Music' playlist doesn't update every Friday like it says it does;3;0;60.15999984741211%
The app keeps requiring me to sign in over and over again.;3;0;77.66000366210938%
what is the difference between add to queue and play next? this was such an unnecessary addition and then when we want to swipe to add, it doesn't say play next, it just adds to queue. this is dumb. please go back to what it was. make updates that make sense, not this. or at least let us control shay we want the swipe action to do e.g. add to queue or play next.;3;1;96.30000305175781%
Sadly seems to be a lot of songs that suddenly are no longer available;3;1;66.0999984741211%
If you want to sign up for the family plan, you need an Apple device. Some bugs I experienced in the 30 minutes I used this app include: the back button not working, being asked to sign in while I was listening to music, clicking one song played a different one. I'm trying to find an alternative to Spotify but this isn't it.;3;2;62.880001068115234%
Usually fine. Latest update November 2023 the app keeps asking me to sign in.;3;1;52.279998779296875%
Good 👍;3;1;65.0999984741211%
Widget theming does not work on Z Fold 5.;3;0;64.08000183105469%
I could have given 5 stars but lately I don't why they often lock access to my apple account while my subscription is not yet expired and sometimes they don't unlock it which will require me canceling my subscription so it won't renew while it's locked... Please do something about this issue;3;0;65.79000091552734%
Has improved over the years but I hate how when pressing volume up or down on my car radio automatically starts apple music when hearing from other media apps even when apple music app is closed.;3;1;94.38999938964844%
could be better optimized for android.;3;2;86.41000366210938%
Somebody please tag Mr Tim Cook , I think he should read the feedbacks;3;2;81.44999694824219%
some how usable;3;0;33.33000183105469%
Bluetooth hog!!;3;1;60.68000030517578%
Changed my review after the update which fixed the payment problem. Now, the app works fine but there are still many issues. Like, songs doesn't play sometime, sometimes songs doesn't appear in searches, etc. Need to work more on UI, although the Player and Lyrics is cool.;3;0;61.959999084472656%
Overall, it's a good app, but in Android Auto it's got major bugs. For example, I can't seem to see all of my albums (stops at the letter M) and sale don't display in between;3;2;50.38999938964844%
How can I see Sarah cheek here on Apple;3;2;77.11000061035156%
Loved it right up until the most recent update... now my library has to load each and every time and doesn't seem to work offline but yet before it was instant?;3;2;41.630001068115234%
Most of the time, this app works great. But, for at least a year now, the app says I'm offline even if I'm connected to the internet. My other apps say that I'm connected to the internet, but not this one. Because of this, I can't download songs. Otherwise, the app works great.;3;0;71.08999633789062%
Spatial audio doesn't work on Android, also spatial audio doesn't output on my LG Tv apple music app;3;2;92.01000213623047%
Sound quality is excellent but... the navigation in the app is extremely choppy and laggy. When it is optimised better it will be my music platform of choice;3;2;92.22000122070312%
Music stutters since the update.;3;1;61.040000915527344%
App worked great until last update. Now my library takes about 10 minutes to load, so I can't listen to any of my music when I'm on the go.;3;0;51.18000030517578%
•If I accidentally download a song that currently exists in one of my playlists, there is no way to remove the download without deleting it from a playlist. •Likewise, if I accidentally add a song from a playlist to my library, there is no way to remove it from the library without also removing it from the playlist. DO BETTER! 🥺;3;0;70.41000366210938%
I think it's a great app and it works well on my phone however I wish it would work on my Google TV so then that wayI can listen to music on my TVwithout having to use my phone to Chromecast it;3;2;79.4800033569336%
improve the ui and recommendation;3;1;75.0%
Bring the karaoke feature to android app too, its just been too long.;3;2;87.9800033569336%
"Nov 2024 update: Storage selection bug still is present (where it will ""forget"" the SD card, transferring songs to internal storage until it's completely full). Besides this ongoing bug, the app has had a lot of improvements in the last year and a ton of bug fixes.";3;1;95.58999633789062%
I've been using Apple Music for a while now, and I like it, but I encountered an issue with the latest version of the application. I'm not too sure if I'm the only user affected by this, but for some reason, when I play a song and go to select the infinite song button, it doesn't populate my Playlist with random songs, just nothing—just wanted to bring this to your attention.;3;0;80.48999786376953%
I cannot open the APP directly when clicking on the Recently Played Widget, and that's disappointing...;3;2;53.33000183105469%
Currently 1 month into a 6 month free trial (thx sony) however not sure how much longer i can deal with it's inconsistencies. The good - Lossless audio, brilliant. The bad - absolutley hates the google ecosystem, perhaps not apples fault but voice searching is atrocious, app is often quite laggy & unresponsive. Overall not bad, but if Android/Google is your main choice, find an alternative.;3;2;90.29000091552734%
Lots of mp3 collection in lossless format..... Lossless doesn't mean hi-res. Be careful..;3;1;88.26000213623047%
New update makes the app run slower. The new UI isn't ideal. Prefer the way it was before.;3;1;52.5099983215332%
Billing address & postal code not working;3;0;76.68000030517578%
Not as versatile as ITunes on Microsoft Windows PC, it still needs to be compatible with iEAST branded audiocast devices. This app still has a long way to go. I have also mentioned this issue on the review of the iEAST controller app, hoping Apple Music can finally be streamed on these devices from Android phones and tablets?;3;2;96.69000244140625%
"Everything is fine, Music quality is Mind blowing, but there is one problem, applle has disabled the option to ""Redeem gift card or code"" option from the Android Apple music app, Enable it again please, it is very difficult to "" redeem gift card or code 🙏";3;0;94.80000305175781%
Registering Process was not smooth, wasted 1 hour just to add payment information to the apple id. Also Regional Music Library in India is very less. Please Increase it! Just for example Bengali Albums/Songs by Kishore Kumar are not available in Apple Music. Please Increase the count ASAP!;3;2;52.060001373291016%
