review;score;Topico_Dominante;Porcentaje_Similitud
love you;4;3;60.0%
There is an error code popping up;4;4;73.33000183105469%
broke my iPhone and had to use Android. still got ally playlist;4;4;68.12000274658203%
I love this app for music.only one small problem,you can't find the clean versions of songs on here,only explicit versions.so if clean versions could be added that would be nice.except for that it is amazing,and keep up the great work😎;4;4;42.529998779296875%
I.luv my apple music. It was the first online music media I ever subscribed to & I have NEVER found a reason to change it.. Peace..., enjoy!;4;4;48.16999816894531%
Sarvan Rana;4;0;20.0%
I'm really enjoying it. Hopefully, things will go well as I've updated my subscription and added apple movies that will cancel my old subscription and hopefully put 2 in the q;4;4;48.11000061035156%
great sound quality and features! even better than what apple offers on their iPhones, but horrible algorithm;4;3;61.869998931884766%
Better Android support is needed. But it's a pretty good app;4;1;45.689998626708984%
so far this has been a great experience. Now the only thing missing is actual DJ mixes (not just techno & house music but full blown different genres.;4;2;53.38999938964844%
"One of specific about Spatial Audio in Here! It's so different when use this app, seriously! But many bug everywhere you done like ""♾️"" features, always lag again.. Please could be more upgrade if more experience for us! Please 🙏";4;4;55.81999969482422%
best music streaming quality. only one issue, account management need an apple product;4;1;65.45999908447266%
Please update the app to support Dolby on Android. It's not rocket science... It's a software DSP.. but in India we don't have a choice do we.. ? If you take advantage today, you'll be ousted just as you captured.;4;4;60.95000076293945%
The only affordable way to listen to lossless music in India. But lacks in UI department, and Remote play stuff from Spotify.;4;3;72.8499984741211%
other than some minor audio issues, this app has gotten better since I started using it. I like that the favorite button got added to the widget for the app on the lockscreen and notification bar.;4;2;47.290000915527344%
I simply love it!;4;3;73.33000183105469%
Good;4;2;60.0%
Everything is perfect, except for the payment process. It is a bit tricky. Providing a UPI option would've solved it, though 🤌🏻;4;1;49.880001068115234%
Looks great, sounds great, functions great but the thing is, its music library is not good.. u don't find all the music of artists who are not mainstream which honestly is disappointing and kinda defies the whole meaning of a music streaming app from apple.. u hear a song and u get to know the name of the song and you eagerly search for it only to find nothing...;4;2;53.75%
I have used apple music for about 8 years now, and for the most part it's been great. I used to have an I phone, which apple music worked great on, but since switching to samsung, it's been spotty. It work most of the time, but I've had a variety of temporary and some longer lasting issues over the 3 years I've had samsung. The main problem I've had since the beginning is visual issues, so not app breaking, but annoying. Overall, it's usually fine and the ui looks good, plus they pay artist well;4;4;59.61000061035156%
a little glitchy but overall almost the same experience as iPhone.;4;1;41.36000061035156%
would be nice if playlists doesn't just dissappear. Also, garmin and apple music doesn't work together. Will be looking at spotify again;4;2;59.25%
This app works amazing in an apple hardware but sounds good here too, have the option to download tracks in lossless and atmospheric sounds;4;3;44.310001373291016%
needs to be optimized more and add a toggle for spacial audio for easy access;4;2;52.56999969482422%
you get 6 months free with Playstation. decent deal. not as good as Spotify in terms of algorithm but it's a good deal. 3 and a half stars.;4;2;56.79999923706055%
It works most of the time. I currently have a bug where I can't access my library. The apple support has been good. It's a known issue they are now working on.;4;4;54.380001068115234%
Best for streaming music and music video as per plans Best music quality in lossless Audio Great experience Great ui Nice playlist and essential option and download option And moving themes best for time to time lyrics option But apple music devs should add translate lyrics for example if we listen Spanish music so we want English translation which is missing in apple music.;4;1;30.079999923706055%
not great on android but coming from iphone it's nice.;4;4;32.790000915527344%
add download all option for offline download..;4;2;56.45000076293945%
last;4;4;59.939998626708984%
The UI is clean and looks sleek. The sound quality is better due to lossless audio and dolby atmos support. If you're like me you'll appreciate the songs in your library getting categorized by album, artist and genre. Though the genre awareness of Apple Music lesser than Spotify. The only con for me so far has been the fact that there are less songs in India. Like One Small Step performed by Laura Pitt-pulford isn't available in India whereas on spotify it is.;4;2;56.599998474121094%
In version 4.7 of thr app, Apple added a rooted devvice check, so I had to download 4.6 from an external website. Other than that, the app's pretty good;4;1;39.54999923706055%
I love using Apple Music, I don't mind even paying for it because I know the great features and advantages it comes with. But for the life in me I can't fathom the autoplay feature. I turn it off every time, but somehow when I return after exiting the app it just finds its way back in again. I've checked the settings, and there's nothing in there for that features. Fix this!;4;4;83.5199966430664%
Occasional glitches;4;1;59.810001373291016%
needs some tweaks but overall good and better than Spotify;4;2;83.87000274658203%
My favourite music streaming app. Though needs work on its shuffle.;4;2;38.540000915527344%
Search is awful tho. But it's a good app, at least canvas works in my region unlike the green app;4;2;66.41000366210938%
Currently, it doesn't allow me to play music using my Phone, can you please fix this bug;4;4;35.4900016784668%
Would give 5stars if app some times wouldn't restart randomly. Otherwise spot on Apple.;4;4;67.44999694824219%
"It's a good app for streaming music however I feel there are still a few small features that should be added (like the ability to set the cover art of your playlist to that of a specific song/album or the ability to search for a song within an album/playlist) and I also think there are some more important changes that should be made (like not having the same song appear more than once in an artist's ""Top Songs"" list, even if they have that song appear in more than one album)";4;2;78.4800033569336%
"""History"" being above the current playlist bothers me a lot.";4;2;79.9800033569336%
My music skips almost every play like a record, umm it's digital , just saying and it also stops playing when it feels like. Don't know if it's an App issue or a pixel 8 issue but it's really annoying. Otherwise I like its UI and the rest of your application's flow. I converted back to android cause of issues with Apple's non existent features I just didn't want to lose my library.;4;4;69.94000244140625%
Seems okay...;4;0;40.0099983215332%
Very delightful earn the pleasure to become the way knowing and it comes compromise in the near future. Lol. Via: 323/442 Undio Mescalerdas. #000.0187.;4;3;90.94000244140625%
N*******;4;0;60.0%
I didn't get the right song or the album it came from when I Shazamed it they show other albums and songs and other songs by other artists;4;2;92.66999816894531%
Pretty good atm Missing random play at the end of a playlist;4;2;55.2599983215332%
awsome app I love being able to listen to music throughout my day the Playlists made by Apple music suck tho;4;4;45.630001068115234%
Such a good music app;4;1;53.56999969482422%
Coolest of all...😎💯 I recommend this to all music listeners;4;3;51.45000076293945%
Much better than Spotify, maybe a bit expensive than Spotify, but it's totally worth money. I just miss the feature where u could control other devices playing media like controlling music on the ps5 from my phone or iPad but I couldn't find that option. But other then that, the lossless quality, lyrics and interface is good. I'll recommend;4;2;36.689998626708984%
Migrated from Spotify to Apple Music and then came back to Spotify. Don't get me wrong... It's just hard to switch something that you have used for soo long. Apple music's audio quality is top notch and the app design is beautiful.;4;4;50.11000061035156%
Obviously a great app but I don't know why some of the songs I've downloaded aren't available in my downloads;4;4;60.77000045776367%
i want to socialise in this app;4;4;72.77999877929688%
"I would give it 5 stars if there was better integration 😂. ""Hey Google, play some music on Apple Music"" Phone plays music on YouTube Music xD";4;3;67.66999816894531%
it's my only problem the song suggestions are mostly song I don't listen to and don't match the song I started with before it suggested;4;3;44.40999984741211%
No direct payment option for Android app. 🥲;4;4;63.189998626708984%
Mostly good. Came from Spotify and there's definitely some major differences but the only thing I really miss is the ability to download all my music for offline and not just certain playlists. If apple were to add that feature I'd like the app allot more.;4;2;48.66999816894531%
The app keeps crashing when I press the shuffle button, pls fix it;4;2;45.59000015258789%
This app is the very cool;4;3;72.48999786376953%
Wonderful Music Quality thanks to Hi-Res Audio Quality;4;3;88.33000183105469%
Lovely experience;4;4;39.959999084472656%
I noticed that songs I have in a playlist go unavailable, but then when I search up the songs that aren't available, I'm still able to listen, but not in my playlist. Why does this happen?;4;2;72.47000122070312%
Exceptional Sound Quality... Renewing the subscription, Redeemimg the gift card and Payment Process is still a headache on this app.;4;0;57.36000061035156%
Add a sleep timer option.;4;2;54.310001373291016%
Music library is so small for indian users;4;2;71.80000305175781%
I really miss using this app. Having used Spotify and deleted YouTube Music for obvious reasons, Apple Music had been the best music app and part of the reason is the subscription first before you play policy of theirs 😒. But from there, no ads and making a proper playlist is efficient enough, not as time consuming as Spotify and not as compicated as YouTube Music. It's simply the best among its competitors. 👍🏽;4;1;36.439998626708984%
Works perfectly on Android phone too. Only issue is I need to use my ipad for payments setup. (Not sure if there's any alternative to that);4;4;81.58999633789062%
Great for listening to tunes just bugs out if you ever try to resume music from an hour ago, and if you want to go back to a favorite point of a song like a drop it breaks at times, great app love the live lyrics 👍, just hope the bugs Get fixed;4;3;35.06999969482422%
Unable to drop a 'play-this-song-next' selection in My Radio mode.;4;2;66.93000030517578%
Interface may require some familiarization but I found spotting new releases matching my taste much easier than Spotify. Also some lags starting next tunes should be fixed.;4;2;37.380001068115234%
Payment option not showing in my android phone;4;4;43.9900016784668%
Helpful music choices.;4;3;44.83000183105469%
I love apple music my iPhone broke and I was pleased I could put this on a different system it works good just a few times it has turned off but other than that it's seamless. It would be awesome if you could put a bedtime timer on it to go to sleep with, but not play all night;4;4;52.790000915527344%
Good but the autoplay option doesn't work sometimes, this is the third time I've had to uninstall then reinstall the application. The music quality is up to mark and everything else is perfect.;4;2;71.43000030517578%
: ଡକ;4;0;20.0%
its great the infinity button isnt working thats annoying id like for my music to keep play song with out me looking for songs thats my only problem;4;2;64.9800033569336%
Better than Spotify;4;2;59.86000061035156%
Please optimize app to drain less power from battery.;4;4;83.58000183105469%
good app;4;2;41.349998474121094%
I love this apple music;4;3;79.93000030517578%
The app is not supporting high refresh rate in Android before the update it used to show high refresh rate.;4;4;41.11000061035156%
Little repetitive with songs but otherwise a good app.;4;2;54.06999969482422%
Excelent;4;0;20.0%
The android version has improved a lot since I first got it. The UI is very clean and clutter free, unlike Spotify which has a messy interface and not straightforward. I have had a few issues with playback, where songs won't load at random times, but I usually download all my music which resolves it. Overall a good experience which is rare for an apple product on an android phone.;4;4;44.38999938964844%
I signed up and downloaded to my Sony Xperia™ 1 III as I just recently purchased an iPad Air. Annoying that I cannot move my music in iTunes to the iPad or possibly sending from my mobile phone to the iPad. Streaming is fine, synced with Apple Music on my iPad.;4;4;61.16999816894531%
apart from some quirks, this is maybe the best music streaming platform. Switched here after getting robotic suggestions from Spotify and it was worth it. Never can leave the lossless quality again.;4;3;49.599998474121094%
Love the app, only problem is with the shuffle function. You never ever listen to all your songs when you shuffle, keeps on repeating the same songs. Would also be nice if there was a function to continue in a specific folder where you have left off the previous time;4;2;40.279998779296875%
a bit laggy.;4;2;73.2699966430664%
((you forgot вы забыли));4;0;20.0%
I have had a good experience with this app besides the songs I can't find;4;2;61.040000915527344%
It's nice;4;0;60.0%
I like it but when there's a new song it always overlaps the old song 😭;4;2;88.29000091552734%
it actually feels little slower in android phones don't know if Apple here too wants us to make a switch.;4;4;77.69000244140625%
Great App;4;1;73.23999786376953%
Ffffrr re;4;0;20.0%
I love Apple Music App;4;3;83.75%
nice;4;0;60.0%
"Great app, but I should be able to edit my own library (like in which order I want to see my albums/Playlists). Also the shuffle option doesn't ""shuffle"" at all, I feel I am listening my most played songs, and talking about songs, the song recommendation system doesn't work very well, is like: ""oh, so do you like a lots of Metallica, how about Shakira."" it doesn't make sense. But my rating overall is the sound quality, in this aspect, the quality for a streaming app is excellent.";4;2;56.779998779296875%
Unfortunately there is no longer an option to download movies or tv shows from Apple Music app. I wonder if itunes will let me do it instead 🤔;4;4;85.81999969482422%
The infinity loop (aka apple music autoplay) seems to bug out sometimes. I have to clear cache and app data to get it working everytime. Kinda annoying. Hope they fix it soon though.;4;4;51.61000061035156%
U Yeah u but au also 😔 😳;4;2;83.93000030517578%
Great app. Lossless music is amazing.;4;3;52.029998779296875%
"Great app overall and enjoy the experience of using it compared to others. The only issue I've run into is not being able to go to an album of a song that I'm listening to. The workaround is to go to the artist and find the album in their list. Dear Apple: please address the issue where if I'm listening to a song and click ""Go to Album"", I get a message with a blank image""Something went wrong. Looks like there's a problem with the network.""";4;4;55.91999816894531%
Frustrating, but when it works it's great. I'm always having trouble with albums not wanting to add to my library or update that that are. The favorite star sometimes doesn't show up no matter what and when you hit the three dots to do it again on a song it says unfavortied even though it's not showing it as favorited at all. I've restarted the app, deleted the cache and data multiple times, logged out and back in, even uninstalled and reinstalled still not completely solved. Using a OnePlus 8t.;4;2;48.189998626708984%
Hi res audio is a game changer.;4;3;54.83000183105469%
I use apple music on both my android and iPhone and one thing to note the sound quality on my iPhone is much better than on my android but still better than Spotify. It's also easier to use and I love that you can select your songs in order without having to pay $10.;4;4;38.13999938964844%
I like this app and please apple please add how many people stream song like spotify;4;2;41.459999084472656%
only app for audiophiles;4;3;72.45999908447266%
"I I*I e g d#d x w w w w£se I sa3*I need usd usd usdy say EEZ#e ""dd*£d c xxexd I z £r!sz EEE, I,s a new one d ds e Iz I need I£ The*as"" the,!t,The ""dtsdxddsxsd The DX redddd";4;3;32.58000183105469%
Good;4;2;60.0%
Please fix glitches;4;1;72.98999786376953%
Go ok d;4;4;73.2699966430664%
Came here from Spotify since I have the apple one subscription. I don't really have any issues with app except that on the lock screen on my s24 ultra, the widget is not balanced with other widgets... This is only happening with this app;4;2;41.779998779296875%
Good but I really wish the now playing screen featured full screen motion Art for devices like Moto Razr and tablets similar to the standard blur effect found in Galaxy devices and iphones. Please !!!;4;3;44.88999938964844%
Record;4;4;59.869998931884766%
great;4;1;60.0%
Brilliant, wish I could use songs for alarms though;4;2;68.62999725341797%
Maza aagaya.;4;0;20.0%
Really good app and content. But there is no way to play Apple Music through my Hifi like the way I can using Spotify Connect or Tidal Connect. AirPlay is not a good enough solution.;4;2;55.36000061035156%
A lot to improve on the performance and experience end especially when it comes to scrolling and buffering songs. While the music quality is superior but it also lacks a native wear os app for better android experience as is present in the apple ecosystem.;4;3;62.66999816894531%
Not good;4;2;60.0%
It is a great app for people who listen to regular music. It doesn't have too much variety of music but that's to be expected.;4;2;39.689998626708984%
They made this app better than what it used to be. It's fine and simple to use. The only thing I hate (and it's not entirely Apple's fault but they hold the majority of the blame) is that a song/album for an artist will up and become unavailable due to label issues.;4;4;41.029998779296875%
Good;4;2;60.0%
Enjoying the app so far untill today I was logout and am unable to login back the worst part is that it not giving me any error message and my network if fine Pls fix it 😭😭😭😭😭;4;4;60.2400016784668%
Need Some Improvement As Per Indian Audiance. Content Priority Should Be Indian Songs On Main Page.;4;2;80.0%
This is the only app that allows Shazam;4;4;44.20000076293945%
I am unable to make any purchase as the payment method has been blocked for India. Not working for Android;4;4;46.36000061035156%
I would give this app 5 stars but it's just that it won't let me log in to my apple id on my pc to use apple music on their. My friend says it's an issue with my iCloud or something but I obviously can't log in anywhere to fix it as I need to update my apple id to do so.;4;4;96.48999786376953%
I think apple should keep the lyrics like where it's a little advanced if you guys know what I mean. I like it way better like and it sometimes happens and I really enjoy so pls keep it that way as a default thing. Other than that the app is perfect.pp;4;2;38.939998626708984%
Good music to listion to;4;2;41.970001220703125%
Worked well until the update. When I open the app and tap on a song, it doesn't play. I've uninstalled the app and installed it again. It worked but now it's back yo not playing.;4;2;53.970001220703125%
crashes decently often but other than that really good;4;4;44.04999923706055%
Very good!;4;2;60.0%
This app good for me;4;2;41.349998474121094%
The online library is great, but the app is horrible. It just breaks the whole time and stops songs midway after which you must restart the app.;4;4;48.119998931884766%
👍;4;0;20.0%
All is perfect with respect to sound quality and UI. But if Apple provides sound check option (loudness normalization) in Android app also it will be great addition;4;3;47.41999816894531%
Great;4;1;60.0%
"kinda alr, tho it needs more improvement, bet it works better on iphone. y'all js forcing me to switch to iphone atp. p.s on my ipad, it has this ""sing"" option, doesn't pop up here tho...";4;2;58.130001068115234%
Still having an experience x;4;4;54.93000030517578%
This app is good But sometimes my downloaded song disappeared I don't know why;4;2;71.41999816894531%
"I like it a lot! HOWEVER I have only given it FOUR ★★★★ because it only works with my helpful ""POWERAMP EQUALIZER"" app a FRUSTRATINGLY some of f the time! Please help fix this. THANK YOU .";4;4;68.68000030517578%
Thank you;4;1;59.75%
Why it's getting looping when I use wifi, I have to use data first then change it to wifi, it's happen for each song;4;2;53.79999923706055%
I remember when Chromebooks first hit the scene, boy have we come along way. This app works amazing on my Chromebook, my itunes library is there, apple music streaming works amazing. The interface is also pretty good for not running on MacOS, iPadOS, or iOS. I don't know if this app works just as good on lower spec chromebooks, but mine is an intel core i5 10th gen and it works perfect. Only wish I was able to also access my movies and shows.;4;4;58.59000015258789%
The payment method from Nigeria is very hard, debit and credit cards are not working and the other apps you use are also problematic, please help with that.;4;4;71.20999908447266%
Best app!!! Buuuut to be honest spotify is better a bit more than apple Music buuut it stills a very good app i hope you did understand annnd thx ❤ ,★⌒ヽ(●＾､＾●)Kissʕ •ₒ• ʔ .;4;1;37.66999816894531%
Bugs fixed;4;4;73.05999755859375%
Login for the first time was quite cheugy but Lossless Quality of music definitely hits different.;4;3;49.86000061035156%
This works ok for the most part, but it needs to be more like the Apple iPhone app where you can easily jump to a song by pressing the letter of the alphabet that the song starts with. The app is having issues with loading songs even when I'm in a great signal area. There is an issue when sharing a song on social media because it won't always show the correct song. This app and iTunes has the album covers messed up and songs not appearing on the correct album, and there is no way to fix it.;4;4;63.84000015258789%
Love it 😊😂;4;3;60.0%
Mil u zs;4;2;73.25%
Good;4;2;60.0%
Fun n exciting;4;0;73.30000305175781%
the best;4;1;60.0%
Great;4;1;60.0%
Much perfect;4;1;39.95000076293945%
Great music player. Would give 5 stars if the shuffle feature actually worked consistently with larger playlists. For some reason it will only shuffle for like 4 songs then continue playing the songs in the playlist's order. Pretty annoying.;4;2;73.37999725341797%
Can't cast to a google home speaker, casting stops working every now & then!;4;4;49.790000915527344%
Not much I can do , I don't have an iPhone.;4;4;46.810001373291016%
Edit: apple has more or less fixed the issues. It seems to be as good as the iPhone app. << Used to be good but apple broke it to get people to switch to iPhone. If it doesn't get better probably switching back to Spotify;4;4;63.2400016784668%
Love the app, but if i listen to an artist with any sorta frequency, the app should lmk said artist dropped a new album. #fail. Edit:: they started playing songs I've never heard of that my favorite artist have featured on. Amazing addition! All i need now is then to lmk when my favorite artists do singles or EPs (like Tory Lanez, he's been on a tear lately);4;2;47.290000915527344%
Wowsome;4;0;20.0%
Almost perfect for my needs, I just wished the queue kept the songs after playing them.;4;2;89.76000213623047%
It's a good app for JUST music if Apple is your go-to music service. That's about it...you also need a paid subscription, but by now you should expect that from Apple;4;4;62.09000015258789%
Good place to find music new and old.;4;2;80.30000305175781%
Please add lyrics blur!! Just like iOS! This is the only wrong thing with apple music;4;4;49.880001068115234%
It should have a sort Playlist by genre button;4;2;83.9800033569336%
Great music platform but please fix an annoying bug. If the player is showing and I'm trying to go back using the gesture/button it doesn't minimize the player. It stays on top and the menus behind it change.;4;2;45.599998474121094%
Kh j NV just Binion go Hugo go big kh b to bump huji ijjhjb;4;4;58.4900016784668%
Only just getting to know my way round this app but i'm liking it so far. Alex Big Al T;4;2;62.02000045776367%
It's a great music app. But sometimes, on android, it glitches and doesn't let me play music.;4;1;43.06999969482422%
It is a very good program, especially the user interface is attractive and simple, and the only problem is that the artificial intelligence of Apple Music is weak compared to Spotify, otherwise Apple Music is amazing.;4;3;47.619998931884766%
I find the reviews rather surprising but I've used iPhones for around 10 years so I've had a subscription for a long time. I'm guessing most of these reviews are people using this without a subscription. I actually like this app on my Samsung more than I did on my iPhone. I was worried that it wasn't going to be available on the play store so I was pleasently surprised to see it.;4;4;92.38999938964844%
OKAY KAY;4;0;60.0%
Good app;4;2;41.349998474121094%
good;4;2;60.0%
I really enjoy this app HOWEVER after the android update it doesn't show up in my apps. My widget is GONE. I have to search for the app and open it from there. Idk if this is an android update or an app update but it sucks!;4;4;87.25%
Better sound quality than Spotify and better organization of your Library. Would give it 5 stars if there was more transparency with streams like showing how many streams each song, album, and artist has. 9.5/10;4;2;85.69999694824219%
Good app but, you should add offline button at the settings on the next update;4;2;47.56999969482422%
Backing tracks by song;4;2;73.31999969482422%
Ameer;4;0;20.0%
Good..;4;2;60.0%
Add mixtapes and we'll make it a 5/5;4;2;72.9800033569336%
After the last update, the TuneIn radio feature keeps playing commercials, cutting off and not the actual stations.;4;1;34.810001373291016%
Everything is fine. I would have given it 5 stars....... but, There is only a DAC option that doesn't work on Android mobile. That's why I gave it 4 stars.;4;4;66.87999725341797%
some glitches here and there. but reset the app and you're good. one thing I wish is that there as a download all button. have to add all the songs to a playlist and then download. just an extra step I shouldn't need to do.;4;2;79.58999633789062%
Please open back my apple music;4;4;86.4000015258789%
4 star cause it has no social interaction option like Spotify does... adding a feature where you can connect with friends and listen to music like that on Spotify will be nice;4;2;53.47999954223633%
The app itself works really well with basically no issues, but the backend that powers it needs a lot of work. Even on a fast internet connection, the app can take a long time loading a song to be streamed. Sometimes so long that the app gives up and skips to the next song.;4;4;63.22999954223633%
**Update** I'm genuinely impressed - I hated this app not too long ago and even switched to Spotify to escape it. However, major pros for the improvements and fixes that were clearly made: much smoother performance, less snagging and skipping during playback, and no issues downloading or adding music to my library. I'm back and I think I'll keep it this time.;4;4;69.55999755859375%
best app for to listening high quality lossless music but interface of this app average Spotify interface features better;4;1;49.7400016784668%
does what they say it will do, it's never given me an issue even across UI's on my Android! Not bad, so boof it and wait 30 - 60 mins, it's actually worth it!;4;4;77.94000244140625%
Gobinda Hembrom;4;0;20.0%
Apple music it's fine for me,but one thing is the radio shows because we are unable to download or save some of the episodes we love.;4;3;46.54999923706055%
Good app;4;2;41.349998474121094%
Kudos to the Android development team of this app. Spotify has been my streaming service since it launched and because of the audio quality I have been slowly migrating over to Apple Music. I think Spotify still has the better algorithm, UI and features but this is getting really close to replacing it completely for me with every update. Keep up the good work team!;4;2;37.5099983215332%
I down load a lot of music, what bothers me is I'll try to play a song that I downloaded and it will say not available in this region, it's Stevie Wonder, he's in our region or they won't play, frustrating but I keep it.;4;2;69.95999908447266%
It sometimes skips to the next song without warning it's annoying;4;2;71.16000366210938%
**Pros and Cons of Apple Music: 1:Apple Music provides an exceptional listening experience with high-resolution lossless audio and Dolby Atmos, making it a great option for audiophiles. 2. Improving the song recommendation algorithms to match the quality of Spotify's, as well as offering a wider and more diverse content selection similar to YouTube Music, are important steps needed to significantly enhance the user experience. In Concl: Apple should improve song recommendations Algrorithm.;4;3;70.41000366210938%
everything is good except music recommendations that can be improved;4;1;51.0%
I'm coming from an iPhone and it's missing quite a few features. but overall it's ok.;4;2;39.369998931884766%
It was meh. But it keeps crashing please do something about it;4;4;55.040000915527344%
Very good. But need an improvement ⬇️⬇️⬇️ The app should add in settings, auto gain or loudness level normalized. Because, each original song's gain hasn't the same normalized method out from their studios. Now I must adjust the volume nearly all the time when start playing each next track. Spotify has this function. 👍;4;2;53.97999954223633%
add more telugu music;5;3;40.27000045776367%
Clean;5;1;59.880001068115234%
Customer;5;4;59.9900016784668%
Kaşmeri oldum fakat fazla bug var fixlenmesi gerek;5;4;59.20000076293945%
Being able to play 24 bit lossless audio and dolby atmos music on my s22 ultra and Galaxy buds 2 pro is amazing!;5;3;57.83000183105469%
I like it;5;3;59.5%
Dope 💯💯;5;1;59.9900016784668%
Very accurate and very useful;5;2;73.33000183105469%
New Version Update;5;4;79.68000030517578%
the best music app and has all the songs I need;5;1;62.2400016784668%
honestly runs beautifully;5;0;73.12000274658203%
The only reason why I had initially signed up for Apple Music was because Verizon was willing to include it in my plan for free. I'll admit I was curious about it but wasn't planning on using it as my main music provider. For 7 years, Spotify was my go-to & yes, I had Spotify Premium. The more I used Apple Music, the more I realized how much I liked it. It's so much more organized than other apps I've tried. The Playlists, the suggestions, the transitions, the quality of the sounds 🔥🔥;5;3;42.650001525878906%
best music app;5;1;79.87000274658203%
Good for Samsung and iPhone;5;4;54.97999954223633%
Exceptional...;5;0;59.91999816894531%
apple music done on Sonias hour;5;3;83.87999725341797%
Apple Music is my favortie music app. In my opinion, Spotify is worse because you have to pay to go ad free, apple music is free.;5;4;65.87000274658203%
Best Lossless Music Experience on Android! Using Apple Music on Android might seem odd, but it’s hands down the best way to enjoy true lossless audio—especially if you have good IEMs or audio gear;5;3;53.540000915527344%
very awesome , trimendous;5;0;60.0%
The best music app in my opinion;5;1;59.83000183105469%
I don't know why is 4.1 star only it should be 5 the best music app so far audiophiles are blessed;5;1;51.0099983215332%
Music 🎶 oh wow that's awesome my like gets me so remorseful calm, cool & collected moreso my hobby under my skin really, makes me a happier man round & about the sherecal atmosphere am around!;5;3;54.97999954223633%
some cover art not showing in 3D now playing screen in some playlists.;5;2;86.6500015258789%
Joy;5;1;59.9900016784668%
❤️❤️👍👍;5;0;20.0%
Good;5;2;60.0%
No dark mode :(;5;2;59.79999923706055%
excellent music quality 😄;5;1;54.810001373291016%
Nice;5;0;60.0%
I LOVE APPLE MUSIC.;5;3;79.93000030517578%
Ui is amazing. It still needs improvement though especially with the animated now playing screen, at the bottom corners. Sound quality and features are top-notch.;5;2;53.43000030517578%
How is this app so much better than Spotify? It launches quicker, never crashes, all iphone features are present, and doesn't drain my battery as much. Good job Apple, even though this is an android app!;5;4;68.58999633789062%
Works great 👍🏻;5;1;47.810001373291016%
There is a bug which appears after playing songs for 5 mins. It's a black bar appearing over the now playing bar. This appears after 5 mins and after closing the app, it goes away but then it appears again. Please fix this. Also I've noticed that in the stable version, playing similar songs after a song doesn't work. Please fix these issues because I love apple music because of lossless and I want to continue using it. But these bugs give me second thoughts.;5;2;49.619998931884766%
Good♋♋♋♋♋♋;5;2;60.0%
This is good app. i love it;5;3;52.7599983215332%
best high quality music;5;1;79.91999816894531%
The best;5;1;60.0%
Good 9;5;2;60.0%
Works just like on iPhone with casting abilities. Dolby atmos is available too and works great.;5;2;39.59000015258789%
best of best music streaming app ever. the spatial audio will make you a more expensive vibe.;5;1;53.15999984741211%
👀👊;5;0;20.0%
Nice one;5;0;40.0%
Good;5;2;60.0%
I am so impressed with the Apple Music app for Android. This app is nearly identical to the app for iOS and it's nothing short of excellent! I love it!;5;3;66.19000244140625%
clean experience;5;1;72.87999725341797%
🔥💥💔👋🖐️🥰;5;0;20.0%
Your agent did a mistake on my account;5;4;60.0%
I cant play my downloaded music after the recent update.;5;4;66.58000183105469%
Hi res lossless is awesome u will find many details which would be missing in any other platform.. done with perfection for audiophiles;5;2;54.290000915527344%
Love the way you can track your songs.;5;2;57.75%
Mamimaran;5;0;20.0%
Nothing beats the smart playlists. Apple music is the only streaming service that has them;5;1;41.40999984741211%
Can You Add A Click Wheel To The App?;5;2;57.25%
amazing app;5;0;72.55000305175781%
Lusuu ku in this app and bad experiences so guys don😄 do not installed this app your optional to install the spotify and many apps;5;1;54.66999816894531%
Very good with some exceptions;5;2;60.0%
small doctor;5;2;59.86000061035156%
No words;5;1;60.0%
Good;5;2;60.0%
Very good;5;2;60.0%
Good;5;2;60.0%
Been a subscriber to Apple Music for years. Seriously wish there was a download all button when switching to a new device but other than that, zero complaints from me.;5;3;62.81999969482422%
very detail and clear sound! love it.;5;3;62.93000030517578%
Awesome;5;0;60.0%
Google music has one major peoblem. I format phone often and the google music app said Limit Reached 5 devices. So now i had to call google to clear old devices EVERY TIME. Where as with Apple music i can do it on a laptop by myself. So much hassle free. This is why i switched to Apple music subscription from google music. I even gave suggestions to google and yet the same.;5;4;62.41999816894531%
I so much love this applications;5;3;79.94999694824219%
♡♡♡;5;0;20.0%
Good 💯;5;2;60.0%
Kanye dropped on it😁😁;5;4;59.9900016784668%
Super extreme;5;4;60.0%
Very great good;5;2;40.0%
Goo Good and hv more song but slow;5;2;55.029998779296875%
Shazam friend;5;4;39.970001220703125%
Supargggggggyyu;5;0;20.0%
Excellent 👍;5;0;60.0%
Easy no drama;5;2;59.88999938964844%
It's a decent app that doesn't crash often. However it WILL randomly stop playing music unfortunately.;5;4;63.849998474121094%
Best sound quality and vast music library;5;1;63.16999816894531%
Favorite music app and hands down all the way We'll always choose Apple music over everything;5;3;68.77999877929688%
Omg i like this app;5;3;79.58000183105469%
Better than Spotify. Yes it doesn't have some features as Spotify but this is cheaper and more normal.;5;2;44.40999984741211%
Great app. Volume levels are fantastic. Need little improvement.;5;1;64.37999725341797%
😍🇬🇷;5;0;20.0%
Thank god it finally exists on android. Now I can use the family plan my parents have once again. I don't like apple devices but their music and video services are great.;5;3;45.02000045776367%
thanks up it's very fast;5;4;73.31999969482422%
