reviewId,review,gender,location,date,score,ColumnaAPredecir:score
2655,too too much of ads 👎🏻👎🏻👎🏻,male,"Guadalajara, Mexico",2024-02-18,negative,neutral
2661,"This app is only good if you have premium, but if you dont have it then its terrible ASF. I've been a user since 2020 and the updates are just straight up garbage. You cant unshuffle your playlist or listen to it with stuff you didnt add on the playlist, Maybe smart shuffle is a good idea for people who want to discover new music...but it's not for people like me who just want to stick to music they've heard of before. fix your horrible app",male,"Quebec City, Canada",2023-11-12,negative,negative
2673,"add per add, music sunane Aaye Hain add sunane nahin",male,"Beijing, China",2022-07-10,negative,negative
2697,It won't lemme sign in,female,"Auckland, New Zealand",2025-09-03,negative,positive
2701,free has its flaws. it gives you a commercial that says enjoy 30 minutes of uninterrupted music and then 2 songs later you get 3 hack to back commercials. way before the 30 minutes. thinking of switching apps if this isn't fixed.,male,"Bogotá, Colombia",2025-01-04,negative,negative
2703,pathetic support,male,"Addis Ababa, Ethiopia",2023-02-22,negative,negative
2708,very bad experience,male,"Milan, Italy",2021-10-02,negative,negative
2709,Bisa Gembel setiap bulan langganan,male,"Shanghai, China",2022-01-03,negative,negative
2714,"I can't even listen to the music I picked out without it shoving 3 ads and 40 other songs that are ""reccomended"", in other words terrible.",male,"Delhi, India",2022-02-17,negative,negative
2715,"can't do anything without premium like tf this sucks exp:can't loop songs, can't skip back, can only skip six times an hour, always on shuffle. I hate this so much",male,"Jakarta, Indonesia",2022-08-01,negative,negative
2719,Too many adds ! Spotify sucks,male,"Jacksonville, United States",2024-05-10,negative,negative
2722,"Only get one or two songs in before it plays one of five ads. Won't shut up about premium. Cuts songs in half, and of course you have no control over your own Playlists. If you want to show one single track to someone, you have to run a gamble over which song in an entire discography it's going to play. Assuming it even plays the same artist. And now they seem to be completely blocking access to the app if you don't have premium.",female,"Hobart, Australia",2025-12-17,negative,negative
2724,Ads and limited features. I am not gonna pay for 2 grands in huf to pay to play my songs however I want. Money hungry app.,male,"Rome, Italy",2021-01-04,negative,negative
2747,ads,male,"Córdoba, Argentina",2024-12-09,negative,negative
2764,"Why can't I log in with my email? Why do I even need a username? It's just another thing to remember and you should keep in mind that the priority is very low for a music app compared to my bank app, etc.",male,"Prague, Czech Republic",2021-07-17,negative,negative
2771,all my 900 saved songs got deleted,male,"Brussels, Belgium",2021-06-14,negative,neutral
2777,so 5 ads.. 1 song.. and another 4 ads?!,male,"Mumbai, India",2022-06-05,negative,negative
2783,there's almost no freedom without premium. Like being a jew in old germany.,male,"Rio de Janeiro, Brazil",2024-09-06,negative,negative
2791,It is SO slow,male,"Rio de Janeiro, Brazil",2024-09-30,negative,negative
2794,"This app just gets worse and worse. It's as if YouTube and Spotify are in a close competition to introduce as many useless changes as possible. Get rid of the 'create+' button on the toolbar, I don't need to fumble through a useless menu every time I go to change playlists. How worthless are your devs that they don't realize this change disrupts their users muscle memory? FIX IT",male,"Santa Cruz, Bolivia",2024-08-14,negative,negative
2801,this app doesn't deserve 1star not working worst app,male,"Jacksonville, United States",2023-11-26,negative,negative
2805,don't install this application spotify is very bad application 👎👎,male,"La Paz, Bolivia",2024-05-13,negative,negative
2806,هيطلب منك فلوس كل شهر و حش جدااا,male,"Valencia, Spain",2021-09-19,negative,positive
2819,Try not to be money hungry level IMPOSSIBLE !!!!! 1 star cus it has my favorite bangers sadly,male,"maleAsunción, Paraguay",2024-08-02,negative,negative
2822,worst of the worst app don't download...😡🤬😡,male,"Hamburg, Germany",2021-10-12,negative,negative
2826,"Used to work just fine, the past few days pauses the music almost every time I lock the screen. I cleared the cache, restarted the phone, took off all restrictions, turned off the power saving mode. Nothing. Horrible from an app I am paying for. edit: I literally said in the review I restarted the phone already. Makes me wonder if you guys even look at the comments before reply. At this point I wish I could do less than a star, what the hell.",female,"Gold Coast, Australia",2025-05-31,negative,negative
2841,"literally garbage , I mean how does a company reach a point where its so desperate to get money by forcing the users , deleting this at this instant",male,"Montevideo, Uruguay",2024-12-06,negative,negative
2844,"I can't for the life in me understand why random songs are added and removed from my playlists and liked songs. I do not use the special shuffle feature, it just happens. Why if I shuffle my liked songs for variety do the same (very few) pop songs that I have liked play on repeat? It's so blatantly obvious that the most popular artists are there artificially because when out on shuffle, they are played more often than not. It's no wonder people pirate music nowadays",female,"Wellington, New Zealand",2025-06-12,negative,negative
2847,no good 👎,female,"Adelaide, Australia",2025-10-22,negative,positive
2851,this sucks okay? €11 for the premium mode in my country for only ONE month is crazy. i think y'all should lower that price since yall already got enough money.,male,"Salvador, Brazil",2025-02-21,negative,neutral
2854,subscription is very heavy,male,"Vancouver, Canada",2023-11-02,negative,negative
2859,"it's absolutely horrible without premium. You're only allowed six skips an hour and you have to listen to a whole radio for just one song. I tried to listen to the Six playlist, but no matter what I tried to play it was only playing songs from other musicals.",male,"Warsaw, Poland",2021-08-13,negative,negative
2861,why is the app crashing what kind of bug is this I am sure a lot of users are facing this. fix this asap like asap,male,"Fortaleza, Brazil",2025-01-08,negative,neutral
2862,bhai OTP ge nhi arha hai mera Maine premium liya hai logout keya tbse no otp he nhi arha hai,female,"Hobart, Australia",2025-08-17,negative,positive
2864,"i love the create button, can yall pass the crack pipe it my turn to come up with most imbicile creation next.",male,"Rabat, Morocco",2023-05-29,negative,positive
2872,full of ads...,male,"Bangalore, India",2022-07-08,negative,negative
2879,only a monster would play ads to a podcast despite getting a premium subscription,male,"New York, United States",2024-02-04,negative,negative
2882,1 song 5 ads. you are welcome,male,"Kathmandu, Nepal",2022-09-07,negative,negative
2886,"too many ads. you listen to one or two songs, then 5 or six ads. no, thank you.",male,"Rio de Janeiro, Brazil",2024-08-12,negative,negative
2899,"it was my fav app for music , like I'm so addicted to it and save all my fav music on it .. and suddenly everything need payment .. this is just sick .. am leaving spotify today . and am gonna find another music app .. after over 5 years of using spotify . bye",male,"Prague, Czech Republic",2021-01-17,negative,negative
2906,worst app to use,male,"São Paulo, Brazil",2024-06-02,negative,negative
2907,disgusting app on a serious note I would say... everytime it just needs premium version normally you can't listen to music peacefully man!,male,"Tel Aviv, Israel",2022-06-13,negative,neutral
2921,keeps crashing!,male,"Cali, Colombia",2024-05-25,negative,negative
2928,One of the more recent updates makes it so that you cannot select multiple songs in your queue to remove them. You have to swipe one-by-one. It is extremely user unfriendly. Why do apps keep making updates which make the apps nore difficult to use! Please fix it!,male,"Edinburgh, United Kingdom",2020-11-10,negative,negative
2932,"I was playing a song is max volume and ads kept blowing my ears 7-8 times under 10 mins, the 30 mins playtime after an ad is a lie",male,"Arequipa, Peru",2024-06-30,negative,negative
2934,"If subbed via google you can not redeem gift cards, you have to let sub expire and then use the gift card. Stupidest setup ever; what kind of poorly coded company would be set up this way? just let customers pre-pay anyway they want and then charge the google account what's left over! So frustrated I am letting Spotify expire and going to just use Amazon or YT Music.",male,"Frankfurt, Germany",2021-04-02,negative,negative
2936,I have never listened to Joe Rogan and have no desire to! WHY is his podcast on my homepage! Nothing I do will make it go away. It is NOT in my library. I have blocked Joe Rogan and excluded his podcasts from my taste profile and it still won't go away. I don't want his face on my homepage every time I open the app! Why can't you just put a remove button!,male,"Johannesburg, South Africa",2022-11-03,negative,negative
2942,The worst ever.,male,"San Francisco, United States",2023-08-07,negative,negative
2943,this app is nothing without premium subscription,male,"Bali, Indonesia",2022-07-26,negative,negative
2945,"Spotify free is trash. If I can't even listen to the playlists I made- you just play a song not on my playlist- what's the point of even having the option to make playlists? That's what Spotify is known for! You don't get to choose what song you listen to, EVER. 3-4 ads play every two songs. Sucks because Spotify premium is one of my favorite music streaming apps. But now that I can't afford premium, it's clear the free version is pointless to use and made intentionally frustrating so you pay.",male,"São Paulo, Brazil",2024-10-24,negative,negative
2954,ads,male,"Taipei, Taiwan",2022-06-25,negative,negative
2956,bad music hearing 😒,male,"Santa Cruz, Bolivia",2024-06-03,negative,negative
2957,Money-hungry.,male,"Stockholm, Sweden",2021-11-26,negative,negative
2959,disgusting app,male,"Bali, Indonesia",2022-05-29,negative,negative
2966,Bring back the old version of Spotify I have been using Spotify for years now and it feels like a different app now. And the fact that the way it is now is almost like you can't listen to music you want or like,male,"Ottawa, Canada",2024-03-15,negative,neutral
2967,worst app,female,"Gold Coast, Australia",2025-03-07,negative,negative
2985,Difficult to manage,male,"Dar es Salaam, Tanzania",2023-05-27,negative,positive
2986,lag,male,"Cape Town, South Africa",2023-05-12,negative,neutral
2993,"Greetings, Spotify, the constant ads after every single song are unbearable. My music listening is constantly disrupted by back-to-back commercials. It feels like I'm spending more time listening to ads than to the music I want. This aggressive ad frequency makes the free version practically unusable and completely ruins the listening experience. Thank you",male,"Tunis, Tunisia",2023-03-04,negative,negative
2995,Worst application needs so many fixes doesn't get otp on time and get the support to fix it easily,female,"La Paz, Bolivia",2025-02-24,negative,negative
2996,the update,male,"Busan, South Korea",2021-12-08,negative,neutral
3009,"repeat same song, don't give suggestions.",male,"Austin, United States",2024-04-16,negative,negative
3011,very bad . Jo search karte he vo gana hi nahi bajta .,male,"Krakow, Poland",2020-11-19,negative,negative
3019,this is app cheep one song play and see the five ads to play the song 😞😞😞😞,male,"Salvador, Brazil",2024-06-25,negative,negative
3022,"So, I was playing my music after an ad, and it says you'll get 30 minutes ad free, basically, but then after I tried to play a song (one of my favorites) and it just went to a ad immediately it hasn't even been one minute!! but that isn't the worst part! there were too many ads! like after I play three songs, it goes to an ad! and they were all very short songs. The shuffle button wouldn't work, also! when I tried to listen to music, sometimes it buzzes out or just cancels Please fix them!",male,"Dar es Salaam, Tanzania",2023-05-15,negative,negative
3030,"spotify is getting worse day by day...disabling every pros for people without subscription...I can't skip song to specific part, can't shuffle, can't skip song, unlimited ads and ofc they force to buy a premium...lmao YT is better anyways !!!",male,"Abu Dhabi, United Arab Emirates",2022-05-27,negative,negative
3033,Free Music Download is not available,male,"Mombasa, Kenya",2023-01-09,negative,positive
3042,horrid. can't do shyte without premium. can't even play music without premium.,male,"Copenhagen, Denmark",2021-08-19,negative,negative
3052,"Put. My library tab. Back. Now. I'm muscle memory trained to tap that corner for my library. I know where to create a playlist when I want to - there are already at least 3 ways to access this. Give me the option to customize my own bottom tab layout, or put my UI back the way it was.",male,"Algiers, Algeria",2023-06-27,negative,neutral
3055,The app is pointless. I'm trying to pull up one song to share with my daughter and despite searching for and finding said song the app insists on playing everything by the artist except that song.,male,"San Jose, United States",2023-12-13,negative,negative
3065,wth is the new update? removing the volume control. Spotify think this is innovation?,male,"Austin, United States",2024-01-11,negative,neutral
3076,too many ads . it says every 30 min but it's like every other song . And it's so laggy and the ui sucks so much,female,"Suva, Fiji",2025-11-15,negative,negative
3078,non stop ads after every song. the ads are so frequent you forget you've been listening to the same 10 or so songs in the past few hours. stick to public radio.,male,"Brasília, Brazil",2024-10-18,negative,negative
3079,"You need to pay royalties to all musicians that play on tracks. Pay the artists, stop mining artists for greed! Spotify is nothing without musicians!",male,"Mombasa, Kenya",2023-05-22,negative,negative
3080,"Still buggy, im trying to listen to quran, and it change itseflt to other surah, like i want hear surah al hadid, but this app itselft play surah al araf. fix asap",male,"Mexico City, Mexico",2024-04-07,negative,negative
3090,"Not what it used to be. Each update seems like a step backwards. Update: My original review was vague and done with a bit of malice. Spotify has a great selection of content, including lesser known artists and interesting creators to listen to. However without premium the mobile app pales in comparison to the desktop version. While I understand they are a business, It's hard to support the practice of removing features from the free version instead of bolstering the paid service.",male,"Phuket, Thailand",2022-05-13,negative,neutral
3096,add problem so bad🤡,male,"Hanoi, Vietnam",2022-06-23,negative,negative
3098,"This update is garbage. The auto song play is horrible on mobile. I can't play the songs in the order I want. It only does that for episodes, and I can't do queue on it. I can't loop my music and I can't even go to back to the song I was previously listening to. I wish it was like the old update or how Spotify is on computers. I want it to loop my music and let me add music to queue and not having to wait in the auto play to hear the song I wanted to listen to.",female,"Wellington, New Zealand",2025-10-08,negative,neutral
3101,App crashes every time I access queue,male,"Tel Aviv, Israel",2022-02-12,negative,negative
3103,i cant open it after updating (im using poco f4 gt) theres no way its because of my phone,male,"Hanoi, Vietnam",2022-01-23,negative,negative
3108,"very disgusting app.before it was good but now you have to do anything like skip song , serching main line or playing any music at anytime is available for premium.i think Spotify team you should close this app . you just want money.no good service at all",male,"Dar es Salaam, Tanzania",2023-02-03,negative,negative
3118,gets worse every month. shuffle doesn't work properly. the new UI is confusing and ugly. use literally any other music app.,female,"Christchurch, New Zealand",2025-10-26,negative,neutral
3121,"you guys will just be playing songs in a scattered way. well-done 👍 After the promise of doing more than your competitors, might as well hop back to audiomack",male,"Caracas, Venezuela",2024-10-26,negative,negative
3123,loda o music thhi vadhare to ad sabhdvi pade🤬,male,"Cancun, Mexico",2023-09-27,negative,negative
3126,👎🏻,female,"Suva, Fiji",2025-12-10,negative,negative
3130,I cannot work this out and cannot find any help .I have 400 plus tracks in my liked tunes on my mobile and I can play them to a Bluetooth speaker no probs. When I try to play the tracks via the app on Chromecast it shows I have only 220 tracks in my liked tunes why ?,female,"Adelaide, Australia",2025-11-10,negative,positive
3131,worst app. youtube music is far better than this.,male,"Asunción, Paraguay",2024-08-22,negative,negative
3136,"Get rid of that stupid create button nobody asked for, or atleast give me the option to go back to that perfect 3 button set up at the bottom",female,"Wellington, New Zealand",2025-05-21,negative,negative
3139,Worst app Ever,male,"Valparaíso, Chile",2024-07-12,negative,negative
3142,stupid apps always install the app how many to install it 2000 time???????,male,"Geneva, Switzerland",2021-05-27,negative,negative
3145,mobile data p offline show karta h or wifi p pura chalta h bekar experience h uninstall kar diya wapas maine toh,male,"Pretoria, South Africa",2022-12-30,negative,negative
3146,Good good,male,"San Francisco, United States",2024-03-02,negative,positive
3151,I used to love this app but now it doesn't play the songs like I search a song and press play but nothing plays I really love Spotify but I'm gona give up if it doesn't improve,male,"Quebec City, Canada",2023-08-03,negative,positive
3165,you need premium to off smart shuffle I'm reinstalling it,male,"Seville, Spain",2020-11-24,negative,negative
3168,keeps crashing,female,"Nadi, Fiji",2025-12-05,negative,negative
3176,I'm sick of hearing Condom adverts... my wife walks in the room and thinks it's targeted advertising asking why...... or my young children.... and gambling adverts.... What's the point of having a thumbs down for adverts if you ignore them!,male,"Seville, Spain",2021-05-29,negative,negative
3178,"not playing what I searched and it would take 6 skips for it to finally appear, the ads are annoying as hell, hence buying premium is a must to avoid it,that's why I give this a 1 star.",male,"Houston, United States",2024-02-17,negative,negative
3181,mukhang pera lol halos lahat ng feature need ng premium,male,"Lisbon, Portugal",2021-03-11,negative,neutral
3189,why am I getting songs in my ads app,male,"Stockholm, Sweden",2021-04-15,negative,negative
3199,worst music app ever...,female,"Suva, Fiji",2025-05-04,negative,negative
3201,"Using this on PC is fine, but it's unusable on phone. I'll try and play this one song but instead it plays a completely different song and when I try to play it again it plays a long ad and then another different song from the one I picked. Please fix the app version",male,"Pretoria, South Africa",2022-09-23,negative,neutral
3210,closed everytime,male,"Shanghai, China",2022-06-26,negative,neutral
3213,"Nowadays can't even skip a song , it says you need to wait for the next day",male,"Geneva, Switzerland",2021-09-21,negative,negative
3218,trash,male,"Frankfurt, Germany",2021-07-22,negative,negative
3220,worst app with tons of ads please don't use it you will regret after installing 😔,male,"Rosario, Argentina",2025-01-10,negative,negative
3230,I think you better keep the app name like Addify not Spotify because lots and lots of ads keep on coming repeatedly even after expressing not interested the same ad keeps on coming and it's so annoying to listen...very soon I am gonna shift my music app from Spotify to something else...,male,"Alexandria, Egypt",2022-12-23,negative,negative
3232,paid every month but can't log in,male,"Lahore, Pakistan",2022-06-14,negative,negative
3235,App crashes as soon as I play music.,male,"Shenzhen, China",2022-01-23,negative,negative
3247,weird way to beg for money,male,"Lagos, Nigeria",2023-02-13,negative,negative
3254,waste,male,"San Francisco, United States",2024-01-23,negative,negative
3273,"very bad experience 😠😠😤😤. .Iam uninstall the app . At the moment the songs were not ad, it was publicly opened. And now, behold, it is now going to hear the song that we learn to take your own love",male,"Phoenix, United States",2023-09-24,negative,negative
3274,"lagging, very slow. tried to erase and download again. keeps saying error after any action",male,"Birmingham, United Kingdom",2020-12-14,negative,negative
3276,Scam for people suggesting for trial the charging one month without notification. Better and budget apps than this.,male,"Helsinki, Finland",2021-07-12,negative,negative
3278,lagging app 😕,male,"Pretoria, South Africa",2023-03-21,negative,negative
3282,ek number ka faltu app hai,female,"Gold Coast, Australia",2025-05-18,negative,positive
3283,app crashes Everytime I play a song and shuts down app. cannot play a song for more then 5 seconds,male,"Guayaquil, Ecuador",2025-01-27,negative,negative
3310,"latest update keeps crashing. uninstall and reinstall, still crashing",male,"Washington DC, United States",2023-11-09,negative,negative
3314,it doesn't care about non premium users 😭,male,"Hong Kong, China",2022-06-03,negative,negative
3333,sometimes gana nahi caalu hora hai this song is nor available likh ke aaraaha hai mjhe Ganda lagraha hai ye app,male,"Cancun, Mexico",2023-07-29,negative,negative
3342,poor app,female,"Rosario, Argentina",2025-03-03,negative,negative
3347,Is anyone else Spotify just stopped working after the update???,female,"Port Moresby, Papua New Guinea",2025-09-02,negative,negative
3350,"Used to love this, until they introduced the videos. What's worse is even on a kid's account or a managed account there's no way to stop them viewing very adult, violent or total brain rot content. There is no moderation. Parents have been asking for over 3 years for a simple ""off switch"" for video content, but it's been met with deafening silence and no solution. This app is NOT for families. It's become another short form video zombie-maker app.",female,"Brasília, Brazil",2025-02-24,negative,positive
3351,"It holds good songs, but I wish it would stop playing recommended songs on pre-made playlists or even in playlists we have made to customise ourselves. It's wrong to keep it as an exclusively premium feature. Edit: As helpful as that comment is, I'm not a premium user and as such, smart shuffle is permanently on.",female,"Perth, Australia",2025-05-21,negative,neutral
3355,very bad app because of too many ads. My experience with this app is bad because of very disturbing ads. I request to the developers to please stop the ads.,female,"Melbourne, Australia",2025-03-12,negative,negative
3361,"Terrible. Keeps spamming me about needing to pay for premium even though I have for 3 years consistently. Terrible features, buggy, and unfortunately where I have my liked songs. Don't recommend this to anyone else if you're looking for a music app.",male,"Athens, Greece",2020-10-31,negative,negative
3363,Use Amazon music has better music quality plus u can buy prime @1100 rs. only.Better than spending 300 rs for this rough music quality(not sponsered),male,"San Antonio, United States",2024-04-23,negative,positive
3375,"wow, even with paid license and latest update your app is getting from bad to worst!",male,"Casablanca, Morocco",2023-02-17,negative,negative
3386,"hey spotify I usually love ur app but at this point is getting annoying, anytime I run anything with spotfiy in the background it completely crashes my phone to the point where I have to restart my whole device. I have the newest update for it and even tried reinstalling it.. it even does it sometimes at the homescreen of my device. if you know a fix yourself then please feel free to offer it.",male,"Medellín, Colombia",2024-05-28,negative,neutral
3397,nothing for a non paid user!!,male,"Athens, Greece",2021-06-08,negative,negative
3398,"soo bad app,asking money just for listening song YouTube better than u. useless app",male,"Toronto, Canada",2023-10-01,negative,negative
3410,so annoying app,female,"Melbourne, Australia",2025-12-27,negative,neutral
3422,"I don't know what you guys have done to this app, but it's running horribly as of this post. When I try to open up a song on a playlist, it force closes the app. I just updated it, restarted my phone, and I uninstalled then reinstalled. Please fix this ASAP. I'm not paying the premium fee for it to not work as intended.",male,"Dar es Salaam, Tanzania",2023-04-08,negative,neutral
3428,Very Bad experience i think wynk music is better than Spotify doesn't suggest anyone else full time wasted 👎,male,"Algiers, Algeria",2023-01-04,negative,negative
3446,App keeps crashing everytime you display the song you're listening to. All thanks to your stupid updates as of late,male,"Edinburgh, United Kingdom",2021-11-14,negative,negative
3451,bekaar,male,"Tokyo, Japan",2022-05-30,negative,positive
3457,worst app ever 🤮🤮🤮🤮🤮🤮,male,"Buenos Aires, Argentina",2024-10-04,negative,negative
3477,so much ads....that's why time waste app...,male,"Mexico City, Mexico",2023-12-02,negative,negative
3479,Free experience is absolutely terrible these days. They say you'll get 30 mins ad free after playing an add but then just play more ads anyway,male,"Asunción, Paraguay",2024-05-20,negative,negative
3480,"one of my worst experience with unlimited ads popping up after every songs and even have limits for choosing song and even plays randomly. please, fix this or your customer will not be satisfy.😢",male,"Paris, France",2021-08-06,negative,negative
3483,"why i cant top up in student premium, i already put my school and name on it",female,"Cali, Colombia",2025-02-26,negative,positive
3487,Too much adds and nobody features in free version,male,"Chennai, India",2022-06-03,negative,negative
3488,very bad experience in the app so much advertising why,male,"Caracas, Venezuela",2024-11-24,negative,negative
3493,aap logo koh maand song nhi hata na chahiye tha 😢😢,male,"Montreal, Canada",2023-11-01,negative,positive
3523,desh prem ganna sunne ke liye tumlogo ko premium karna padega... my foot 👣🦶🤮🤮,male,"Mombasa, Kenya",2022-11-17,negative,negative
3531,ye app badiya nhi hai 😒,female,"Wellington, New Zealand",2025-12-17,negative,positive
3533,Desde uma atualização recente é mais anuncio do que música,male,"Valparaíso, Chile",2024-08-22,negative,negative
3543,"As of 05/15/25, the app crashes every time you try and open a full-size song window or try and buffer through to specific song times. I love Spotify, but this issue needs to be addressed immediately. I've reinstalled multiple times, and my current phone is almost brand new and is completely up to date.",male,"Asunción, Paraguay",2024-07-07,negative,negative
3574,"It is downright slow,useless by the time u start the app and listen to 1 song u will have to listen to 10 ads and u can go to jio savaan and it is way better",male,"Vienna, Austria",2020-11-07,negative,negative
3577,very bad experience,male,"Santa Cruz, Bolivia",2024-07-06,negative,negative
3580,Spotify seriously I have a paid membership and have been a member for more than 9 years you understand that audible is $15 a month audible allows for one free book and it allows unlimited listening to a thousands of other books and you want me to pay $12 per credit is that what I read I have been a member for more than 10 years I can't believe I can't listen to an audiobook on Spotify this is ridiculous I might have to switch to Pandora,male,"Zurich, Switzerland",2021-11-23,negative,negative
3584,"Keeps skipping, hate the smart shuffle, hard to navigate.",male,"Rabat, Morocco",2023-05-13,negative,neutral
3597,Edit: Why are there ads now in (subscribed) podcast episodes with premium accct? It's so annoying. What am I paying premium for? Absolute favorite music app!,male,"Dakar, Senegal",2023-05-18,negative,negative
3599,"Oh my god.. get rid of the new create button... Why don't you give us things we actually want or need? Like allowing us to sort our saved songs by artist. Also fix the profile page. There's been inconsistencies where it says ""saves"" vs. ""followers"" for years, literally as long as I can remember",male,"Krakow, Poland",2020-10-29,negative,negative
3611,"the current version is really bad, podcast transcription not autocroll...",male,"San Diego, United States",2023-12-30,negative,negative
3613,is very much nice,male,"Manchester, United Kingdom",2021-09-28,negative,positive
3635,cashgrab,male,"Kampala, Uganda",2022-09-27,negative,positive
3641,can't listen to my favorite music,male,"Cali, Colombia",2025-01-10,negative,positive
3650,the latest update are worst plzz Bring back the old Spotify.,male,"Guangzhou, China",2021-12-20,negative,negative
3658,Horrible experience that no internet bug is not settled yet and it's the worst experience even after paying premium Get some work done,male,"Madrid, Spain",2021-09-11,negative,negative
3659,Spotify is scam app this app song playlist mein song sequence mein nahin aate Hain download mat karo,male,"Beijing, China",2022-05-16,negative,negative
3669,"for some reason my spotify downloads keep on disappearing and I'll have to re-download over 3k songs which unacceptable, y'all should do something about this shii, I'm browsing searching for a solution and I can see complains from 7years ago??? what the hell",male,"Chennai, India",2022-08-24,negative,negative
3671,too many ads,male,"Monterrey, Mexico",2023-11-04,negative,negative
3677,this thang lowkey unusable with premium bruh🥀💔 #ts#pmo#tbh#sybau🥀💔,male,"Busan, South Korea",2019-01-02,negative,negative
3681,best music app 👍🏽,male,"Cairo, Egypt",2020-02-14,negative,positive
3690,"The user interface is ok at best (pretty bad if you listen to podcasts) but the algorithms within the app are horrible. Shuffle doesn't actually randomly shuffle, if you want to listen to certain genres (metal or hard rock for example) Spotify softens the results. It's a shame there isn't other good competitors to this app as it needs some innovation",male,"Zurich, Switzerland",2018-08-23,negative,neutral
3694,lost option for lyrics,male,"Marseille, France",2018-03-18,negative,negative
3705,why the ads are not loading i can't listen to the music now?,male,"Munich, Germany",2018-10-03,negative,negative
3707,Now I can't even play any music all playlists say go home,male,"Ottawa, Canada",2020-10-17,negative,negative
3726,"it's like 5 ads every 2 songs and if you click on a song it doesn't even play, it plays a different one. edit: whenever I'm listening to my liked songs it just adds random songs I don't even like to it and I can't skip them.",male,"Jerusalem, Israel",2019-09-14,negative,negative
3730,Horrible audio glitches while streaming. And yes I've tried almost every single solution to fix it and nothing has worked. Please fix this as I do not want to keep paying for a broken product.,male,"Chicago, United States",2021-02-05,negative,negative
3732,TOOO MUCH ADS THE FREE APP SUCKS FR MONEY HUNGARY APP,male,"Prague, Czech Republic",2018-01-01,negative,negative
3734,"Why is ""Sort by Title"" no longer available? I hope it's just a glitch. Without sorting, Spotify isn't worth paying for, especially with the price hike making it less attractive. Many companies are developing their own solutions, and unless users are treated fairly, such issues will persist. Removing features once included in Premium reduces value and likely hampers profits. Customers now pay more for less, which isn't sustainable. Spotify used to be good and I supported whole heartedly but now?",male,"Phuket, Thailand",2019-01-03,negative,negative
3739,the app keeps malfunctioning these days. I have no access to my music,male,"La Paz, Bolivia",2021-05-08,negative,neutral
3742,I want to be happy,female,"Christchurch, New Zealand",2022-05-02,negative,positive
3743,I hate when I click on a playlist to listen to songs on that playlist and Spotify plays songs that ARE NOT on that playlist. Kinda of defeats the purpose of playing that specific playlist.,male,"Cali, Colombia",2021-09-15,negative,negative
3753,I don't like it it makes you listen to Playlist and not you song,female,"Nadi, Fiji",2022-10-25,negative,negative
3757,terrible shuffle feature doesn't actual shuffle. I have 1k song playlist it prioritizes songs that I recently added and have been playing recently which feeds back into itself so repeated songs happen a lot despite 1k songs to randomly pick. Also recently feels like it shuffles with weight towards playing same artist for a bit then moving to another artist. I just want an option of closer to true random with no repeats until the next time I hit the button.,male,"Singapore, Singapore",2019-03-08,negative,negative
3758,mehhh,male,"Edinburgh, United Kingdom",2018-03-19,negative,neutral
3796,why am I paying a dime when half the time it doesn't even work,male,"Phuket, Thailand",2019-05-02,negative,negative
3804,so so so many ads,female,"Sydney, Australia",2022-06-19,negative,negative
3805,"Title: Frustrating Payment Experience in Nigeria Rating: 2/5 I've been a loyal Spotify user for years, but my experience with the premium subscription has been marred by the payment system's limitations in Nigeria. Despite trying various physical and virtual cards, I've consistently encountered issues with payment failures. It seems that your system doesn't support many Nigerian cards, making it difficult for users like me to upgrade to the premium version. I've tried multiple cards, including",male,"Bogotá, Colombia",2021-11-11,negative,negative
3812,It just that you can't loop when it turn off honestly youtube music better I'm sorry as soon you run out premium you just cabt loop and half of the futures it like a scam,female,"Wellington, New Zealand",2022-04-15,negative,neutral
3819,"App is good,I find my old account, I find my all Playlist bt problem is in Playlist song not play as by list or in serially for ex if I played song no. 5 then next song will be 6 no. but it plays 1 or 2 number, please solve this issue 🤔.",female,"Brisbane, Australia",2022-04-24,negative,neutral
3824,"A serious bug is causing the app to switch my storage option from SD card to internal storage everytime I reset my phone. This means all my downloads are deleted (68Gb worth of music) ,and I have to redownload everything and cannot afford to. PLEASE FIX IT .Also you really needs to change their algorithm. They keep serving you the same songs day after day. They have 6 possible daily mix slots but tend to only give you the same genre for all mixes.",male,"Buenos Aires, Argentina",2021-07-15,negative,neutral
3834,"I'm giving this two stars. I would give it 5 if I was writing this a year earlier, I do like this app but I have recently noticed every TEN MINUTES it plays about two 30-50 second ad's interrupting my music session, and trust me if you know how regular songs are like 2 or 3 minutes long so that adds up fast. it really bugs me, this ad system used to be every 30 minutes WHAT HAPPENED TO THAT?!",male,"Rosario, Argentina",2021-07-24,negative,neutral
3836,I hate it honestly. you can't even skip a song without premium. This is honestly so annoying. Gave 2 stars cause of the wide variety of songs.,male,"Caracas, Venezuela",2021-06-28,negative,negative
3843,ITS ALWAYS GOOD BUT THEY SHOW AN AD AND SAY THERE WILL BE NO AD'S FOR 30 MINS AND THEN ANOTHER AD POPS UP IN 5-10 MIN LIKE WTH AGAIN NOW I GOT AN AD. I LISTENED TO A SONG AFTER WATCHING AN AD AND AFTER THAT SONG AGAIN AN AD THEN AGAIN AD AFTER 5-10 MINS,female,"Nadi, Fiji",2022-06-10,negative,negative
